Language	ISO 639-3	Glottocode	occlusive	plosive	stop
Halbi	hlb	halb1244	False	False	True
Hakka Chinese	hak	hakk1236	False	False	True
Haka Chin	cnh	haka1240	False	False	True
Haitian	hat	hait1244	False	False	True
Gwich'in	gwi	gwic1235	False	False	True
Gweno	gwe	gwen1239	False	False	True
Gwahatike	dah	gwah1244	False	False	True
Guugu Yimidhirr	kky	gugu1255	False	False	True
Gusii	guz	gusi1247	False	False	True
Guruntum-Mbaaru	grd	guru1271	False	False	True
Gurung	gvr	guru1261	False	False	True
Gurinji	gue	guri1247	False	False	True
Gurdjar	gdj	gurd1238	False	False	True
Guragone	gge	gura1252	False	False	True
Gupapuyngu	guf	gupa1247	False	False	True
Gumawana	gvs	guma1254	False	False	True
Gulf Coast French	NOCODE_Gulf-Coast-French	gulf1242	False	False	True
Gulf Arabic	afb	gulf1241	False	False	True
Gujarati	guj	guja1252	False	False	True
Guianese Creole French	gcr	guia1246	False	False	True
Guhu-Samane	ghs	guhu1244	False	False	True
Gugu Badhun	gdc	gugu1253	False	False	True
Guerrero Amuzgo	amu	guer1243	False	False	True
Gude	gde	gude1246	False	False	True
Guató	gta	guat1253	False	False	True
Guaicurian	NOCODE_Guaicurian	guai1237	False	False	True
Guahibo	guh	guah1255	False	False	True
Guadeloupean Creole French	gcf	guad1242	False	False	True
Grenadian Creole English	gcl	gren1247	False	False	True
Grass Koiari	kbk	gras1249	False	False	True
Gourmanchéma	gux	gour1243	False	False	True
Gothic	got	goth1244	False	False	True
Gorum-Parenga	pcj	pare1266	False	False	True
Gorowa	gow	goro1270	False	False	True
Gorontalo	gor	goro1259	False	False	True
Golo	NOCODE_Golo	golo1234	False	False	True
Golin	gvf	goli1247	False	False	True
Gogodala	ggw	gogo1265	False	False	True
Goemai	ank	goem1240	False	False	True
Godwari	gdx	godw1241	False	False	True
Godié	god	godi1239	False	False	True
Goan Konkani	gom	goan1235	False	False	True
Glavda	glw	glav1244	False	True	False
Gitxsan	git	gitx1241	False	False	True
Gimi (Eastern Highlands)	gim	gimi1243	False	False	True
Gilit Mesopotamian Arabic	acm	meso1252	False	False	True
Gilbertese	gil	gilb1244	False	False	True
Gidar	gid	gida1247	False	False	True
Geser-Gorom	ges	gese1240	False	False	True
German	deu	stan1295	False	False	True
Georgian	kat	nucl1302	False	False	True
Gen	gej	genn1243	False	False	True
Gela	nlg	gela1263	False	False	True
Geez	gez	geez1241	False	False	True
Gebe	gei	gebe1237	False	False	True
Gbaya-Mbodomo	gmm	gbay1281	False	False	True
Gbaya-Bossangoa	gbp	gbay1287	False	False	True
Gbagyi	gbr	gbag1258	False	False	True
Gazi	gzi	gazi1243	False	False	True
Gawar-Bati	gwt	gawa1247	False	False	True
Gavião Do Jiparaná	gvo	gavi1246	False	False	True
Gata'	gaq	gata1239	False	False	True
Garo	grt	garo1247	False	False	True
Garig-Ilgar	ilg	gari1253	False	False	True
Garhwali	gbm	garh1243	False	False	True
Garawa	wrk	gara1269	False	False	True
Gapapaiwa	pwg	gapa1238	False	False	True
Ganza	gza	ganz1246	False	False	True
Gangte	gnb	gang1266	False	False	True
Ganggalida	gcd	gang1267	False	False	True
Ganda	lug	gand1255	False	False	True
Gamo	gmv	gamo1243	False	False	True
Gamale Kham	kgj	gama1251	False	True	False
Galoli-Talur	gal	galo1243	False	False	True
Galo	adl	galo1242	False	False	True
Galice	gce	gali1261	False	False	True
Galela	gbi	gale1259	False	False	True
Gagadu	gbu	gaga1251	False	False	True
Gadsup	gaj	gads1258	False	False	True
Gade	ged	gade1242	False	False	True
Gade Lohar	gda	gade1236	False	False	True
Ga'dang	gdg	gada1258	False	False	True
Ga	gaa	gaaa1244	False	False	True
Fyam	pym	fyam1238	False	False	True
Fuyug	fuy	fuyu1242	False	True	False
Fulniô	fun	fuln1247	False	False	True
Friulian	fur	friu1240	False	False	True
French	fra	stan1290	False	False	True
Forest Nenets	NOCODE_Forest-Nenets	fore1274	False	False	True
Fore	for	fore1270	False	False	True
Fordata	frd	ford1242	False	False	True
Foodo	fod	food1238	False	False	True
Fon	fon	fonn1241	False	False	True
Folopa	ppo	folo1238	False	False	True
Foi	foi	foii1241	False	False	True
Finnish	fin	finn1318	False	False	True
Finallig	bkb	fina1242	False	False	True
Filipino	fil	fili1244	False	False	True
Fijian	fij	fiji1243	False	False	True
Fiji Hindi	hif	fiji1242	False	False	True
Fe'fe'	fmp	fefe1239	False	False	True
Fayu	fau	fayu1238	False	True	False
Fasu	faa	fasu1242	False	False	True
Farefare	gur	fare1241	False	False	True
Faliscan	xfa	fali1291	True	False	False
Faeto and Celle San Vito Francoprovencal	NOCODE_Faeto-Celle-San-Vito-Francoprovencal	faet1240	False	False	True
Ewondo	ewo	ewon1239	False	False	True
Ewe	ewe	ewee1241	False	False	True
Ewage-Notu	nou	ewag1241	False	False	True
Evenki	evn	even1259	False	False	True
Estonian	ekk	esto1258	False	False	True
Esselen	esq	esse1238	False	False	True
Esimbi	ags	esim1238	False	False	True
Ese	mcq	esee1247	False	False	True
Esan	ish	esan1238	False	False	True
Ersu	ers	ersu1241	False	False	True
Eravallan	era	erav1242	False	False	True
Epigraphic Mayan	emy	epig1241	False	False	True
English	eng	stan1293	False	False	True
Enga	enq	enga1252	False	False	True
Emerillon	eme	emer1243	False	False	True
Emberá-Catío	cto	embe1260	False	False	True
Emai-Iuleha-Ora	ema	emai1241	False	False	True
Elamite	elx	elam1244	False	False	True
El Nayar Cora	crn	elna1235	False	False	True
Ekpeye	ekp	ekpe1253	False	False	True
Ekari	ekg	ekar1243	False	False	True
Egyptian Arabic	arz	egyp1253	False	False	True
Egyptian (Ancient)	egy	egyp1246	False	False	True
Eggon	ego	eggo1239	False	False	True
Efik	efi	efik1245	False	False	True
Edopi	dbf	edop1238	False	False	True
Eblaite	xeb	ebla1238	False	False	True
Eastern Yiddish	ydd	east2295	False	False	True
Eastern Tamang	taj	east2347	False	False	True
Eastern Subanen	sfe	east2694	False	False	True
Eastern Puroik	suv	sulu1241	False	False	True
Eastern Panjabi	pan	panj1256	False	False	True
Eastern Oromo	hae	east2652	False	False	True
Eastern Ojibwa	ojg	east2542	False	False	True
Eastern Newari	NOCODE_Dolakha-Newari	east2773	False	False	True
Eastern Meohang	emg	east2357	False	False	True
Eastern Mari	mhr	east2328	False	False	True
Eastern Magar	mgp	east2352	False	False	True
Eastern Lawa	lwl	east2330	False	False	True
Eastern Keres	kee	east1472	False	False	True
Eastern Kayah	eky	east2342	False	False	True
Eastern Huasteca Nahuatl	nhe	east2538	False	False	True
Eastern Cham	cjm	east2563	False	False	True
Eastern Canadian Inuktitut	ike	east2534	False	False	True
Eastern Bru	bru	east2332	False	False	True
Eastern Bolivian Guaraní	gui	east2555	False	False	True
Eastern Balochi	bgp	east2304	False	False	True
Eastern Armenian	hye	nucl1235	False	False	True
Eastern Abenaki	aaq	east2544	False	False	True
East-Central Tangkhul Naga	nmf	tang1336	False	False	True
East Yugur	yuy	east2337	False	False	True
East Kewa	kjs	east2516	False	False	True
East Ambae	omb	east2443	False	False	True
Early Irish	sga	oldi1245	False	False	True
Dâw	kwa	daww1239	False	False	True
Dyula	dyu	dyul1238	False	False	True
Dyirbal	dbl	dyir1250	False	False	True
Dyaabugay	dyy	dyaa1242	False	False	True
Duvle	duv	duvl1242	False	False	True
Dutch	nld	dutc1256	False	False	True
Duri	mvp	duri1242	False	False	True
Dupaninan Agta	duo	dupa1235	False	False	True
Dungan	dng	dung1253	False	False	True
Duna	duc	duna1248	False	False	True
Drung	duu	drun1238	False	False	True
Doyayo	dow	doya1240	False	False	True
Donno So Dogon	dds	donn1239	False	False	True
Dongxiang	sce	dong1285	False	False	True
Domari	rmt	doma1258	False	False	True
Domaaki	dmk	doma1260	False	False	True
Dolgan	dlg	dolg1241	False	False	True
Dogri	dgo	dogr1250	False	False	True
Dobu	dob	dobu1241	False	False	True
Djiwarli	dze	djiw1241	False	False	True
Djingili	jig	djin1251	False	False	True
Djeebbana	djj	djee1236	False	False	True
Djambarrpuyngu	djr	djam1256	False	False	True
Dizin	mdx	dizi1235	False	False	True
Diuxi-Tilantongo Mixtec	xtd	diux1235	False	False	True
Ditidaht	dtd	diti1235	False	False	True
Dirasha	gdl	dira1242	False	False	True
Dimli	diq	diml1238	False	False	True
Dimasa	dis	dima1251	False	False	True
Dii	dur	diii1241	False	False	True
Digor Ossetian	NOCODE_Digor-Ossetian	digo1242	False	False	True
Digo	dig	digo1243	False	False	True
Dieri	dif	dier1241	False	False	True
Didinga	did	didi1258	False	False	True
Dibole	bvx	dibo1245	True	False	False
Dhuwal	duj	dhuw1249	False	False	True
Dhurga	dhu	dhur1239	False	False	True
Dhundari	dhd	dhun1238	False	False	True
Dhudhuroa	ddr	dhud1236	False	False	True
Dhivehi	div	dhiv1236	False	False	True
Dhatki	mki	dhat1238	False	False	True
Dhargari	dhr	dhar1247	False	False	True
Dhanki	dhn	dhan1264	False	False	True
Dhangu	dhg	dhan1270	False	False	True
Dezfuli-Shushtari	def	dezf1238	False	False	True
Dera (Nigeria)	kna	dera1248	False	False	True
Denya	anv	deny1238	False	False	True
Defaka	afn	defa1248	False	False	True
Dawro	dwr	dawr1236	False	False	True
Dass	dot	dass1243	False	False	True
Dari	prs	dari1249	False	False	True
Dar Daju Daju	djc	dard1243	False	False	True
Danish	dan	dani1285	False	False	True
Dangaleat	daa	dang1274	False	False	True
Dandami Maria	daq	dand1238	False	False	True
Danau	dnu	dana1252	False	False	True
Dan	daf	dann1241	False	False	True
Dalmatian	dlm	dalm1243	False	True	False
Dakpakha	dka	dakp1242	False	False	True
Dakota	dak	dako1258	False	False	True
Dakaka	bpa	daka1243	False	False	True
Dagur	dta	daur1238	False	False	True
Daga	dgz	daga1275	False	False	True
Dadibi	mps	dadi1250	False	False	True
Daats'iin	dtn	daat1234	False	False	True
Daasanach	dsh	daas1238	False	False	True
Da'a Kaili	kzf	daak1235	False	False	True
Czech	ces	czec1258	False	False	True
Cutchi-Swahili	ccl	cutc1238	False	False	True
Cusco Quechua	quz	cusc1236	False	False	True
Curripaco	kpc	curr1243	False	False	True
Cupeño	cup	cupe1243	False	False	True
Cuiba	cui	cuib1242	False	False	True
Cubeo	cub	cube1242	False	False	True
Cua	cua	cuaa1241	False	False	True
Crow	cro	crow1244	False	False	True
Creolized Grand Ronde Chinook Jargon	chn	chin1272	False	False	True
Creek	mus	cree1270	False	False	True
Cowlitz	cow	cowl1242	False	False	True
Cotabato Manobo	mta	cota1241	False	False	True
Cornish	cor	corn1251	False	False	True
Cori	cry	cori1240	False	False	True
Coptic	cop	copt1239	False	False	True
Copala Triqui	trc	copa1237	False	False	True
Copainalá Zoque	zoc	copa1236	False	False	True
Congo Swahili	swc	cong1236	False	False	True
Condamine-Upper Clarence	gih	cond1242	False	False	True
Comox	coo	como1259	False	False	True
Comanche	com	coma1245	False	False	True
Comaltepec Chinantec	cco	coma1246	False	False	True
Columbia-Wenatchi	col	colu1241	False	False	True
Colonia Tovar German	gct	colo1254	False	False	True
Colombian Inga	inb	inga1252	False	False	True
Colloquial Malay	zlm	mala1479	False	False	True
Coeur d'Alene	crd	coeu1236	False	False	True
Cocos Islands Malay	coa	coco1260	False	False	True
Cocopa	coc	coco1261	False	False	True
Cochimi	coj	coch1272	False	False	True
Coatzospan Mixtec	miz	coat1241	False	False	True
Coatlán Mixe	mco	coat1238	False	False	True
Coastal-Virac Bikol	bln	sout2912	False	False	True
Coastal-Naga Bikol	bcl	cent2087	False	False	True
Coast Miwok	csi	coas1301	False	False	True
Coahuilteco	xcw	coah1252	False	False	True
Clatsop-Shoalwater Chinook	chh	chin1286	False	False	True
Classical Tibetan	xct	clas1254	False	False	True
Classical Nahuatl	nci	clas1250	False	False	True
Clallam	clm	clal1241	False	False	True
Cimbrian	cim	cimb1238	False	False	True
Chácobo	cao	chac1251	False	False	True
Chuwabu	chw	chuw1238	False	False	True
Chuukese	chk	chuu1238	False	False	True
Church Slavic	chu	chur1257	False	False	True
Chumburung	ncu	chum1261	False	False	True
Chukchi	ckt	chuk1273	False	False	True
Chuj	cac	chuj1250	False	False	True
Chru	cje	chru1239	False	False	True
Chrau	crw	chra1242	False	False	True
Chothe	nct	chot1239	False	False	True
Chortí	caa	chor1273	False	False	True
Chopi	cce	chop1243	False	False	True
Cholti	NOCODE_Cholti	chol1283	False	False	True
Chol	ctu	chol1282	False	False	True
Choctaw	cho	choc1276	False	False	True
Chitimacha	ctm	chit1248	False	False	True
Chiru	cdf	chir1283	False	True	False
Chippewa	ciw	chip1241	False	False	True
Chipewyan	chp	chip1261	False	False	True
China Buriat	bxu	chin1476	False	False	True
Chimalapa Zoque	zoh	chim1300	False	False	True
Chilcotin	clc	chil1280	False	False	True
Chickasaw	cic	chic1270	False	False	True
Chichimeca-Jonaz	pei	chic1272	False	False	True
Chhattisgarhi	hne	chha1249	False	False	True
Cheyenne	chy	chey1247	False	False	True
Cherokee	chr	cher1273	False	False	True
Chepang	cdm	chep1245	False	False	True
Chenchu	cde	chen1255	False	False	True
Cheke Holo	mrn	chek1238	False	False	True
Che	ruk	chee1238	False	False	True
Chaudangsi	cdn	chau1259	False	False	True
Chantyal	chx	chan1310	False	False	True
Chang Naga	nbc	chan1313	False	False	True
Chamorro	cha	cham1312	False	False	True
Chambeali	cdh	cham1307	False	False	True
Chagatai	chg	chag1247	False	False	True
Chadong	cdy	chad1240	False	False	True
Chadian Arabic	shu	chad1249	False	False	True
Cha'palaa	cbi	chac1249	False	False	True
Central-Eastern Niger Fulfulde	fuq	cent2018	False	False	True
Central Tagbanwa	tgt	cent2090	False	False	True
Central Siberian Yupik	ess	cent2128	False	False	True
Central Pashto	pst	cent1973	False	False	True
Central Okinawan	ryu	cent2126	False	False	True
Central Ojibwa	ojc	cent2136	False	False	True
Central Nicobarese	ncb	cent1990	False	False	True
Central Moroccan Berber	tzm	cent2194	False	False	True
Central Mnong	cmo	cent1992	False	False	True
Central Mfumte	NOCODE_Central-Mfumte	cent2312	False	False	True
Central Melanau	mel	cent2101	False	False	True
Central Maewo	mwo	cent2058	False	False	True
Central Kurdish	ckb	cent1972	False	False	True
Central Khmer	khm	cent1989	False	False	True
Central Kalapuya	kyl	kala1400	False	False	True
Central East Middle German	sxu	uppe1400	False	True	False
Central Chong	NOCODE_Central-Chong	cent2314	False	False	True
Central Cagayan Agta	agt	cent2084	False	False	True
Central Bontoc	lbk	cent2292	False	False	True
Central Asmat	cns	cent2117	False	False	True
Central Alemannic	gsw	swis1247	False	False	True
Central Alaskan Yupik	esu	cent2127	False	False	True
Cemuhî	cam	cemu1238	False	False	True
Celtiberian	xce	celt1247	False	False	True
Cebuano	ceb	cebu1242	False	False	True
Cayuga	cay	cayu1261	False	False	True
Cayubaba	cyb	cayu1262	False	False	True
Catawba	chc	cata1286	False	False	True
Casiguran-Nagtipunan Agta	dgc	casi1235	False	False	True
Cashibo-Cacataibo	cbr	cash1251	False	False	True
Carrier	crx	carr1249	False	False	True
Car Nicobarese	caq	carn1240	False	False	True
Caquinte	cot	caqu1242	False	False	True
Canela-Krahô	ram	cane1242	False	False	True
Camsá	kbh	cams1241	False	False	True
Campidanese Sardinian	sro	camp1261	False	False	True
Camling	rab	caml1239	False	False	True
Cameroon Pidgin	wes	came1254	False	False	True
Caluyanun	clu	calu1238	False	False	True
Cakfem-Mushere	cky	cakf1236	False	False	True
Cahuilla	chl	cahu1264	False	False	True
Caddo	cad	cadd1256	False	False	True
Cabécar	cjp	cabe1245	False	True	False
Caac	msq	caac1237	False	False	True
C'lela	dri	clel1238	False	False	True
Byangsi	bee	byan1241	False	False	True
Bwaidoka	bwd	bwai1242	False	False	True
Bussa	dox	buss1239	False	False	True
Bushoong	buf	bush1247	False	False	True
Buru (Indonesia)	mhs	buru1303	False	False	True
Burmeso	bzu	burm1264	False	False	True
Burmese	mya	nucl1310	False	False	True
Burarra	bvr	bura1267	False	False	True
Buol	blf	buol1237	False	False	True
Bunun	bnn	bunu1267	False	False	True
Bunoge Dogon	dgb	buno1241	False	False	True
Bunganditj	xbg	bung1264	False	False	True
Bunama	bdd	buna1276	False	False	True
Bunak	bfn	buna1278	False	False	True
Bunaba	bck	buna1275	False	False	True
Bulu (Cameroon)	bum	bulu1251	False	False	True
Bulo Stieng	sti	bulo1242	False	False	True
Bulgarian	bul	bulg1262	False	False	True
Bularnu	NOCODE_Bularnu	bula1255	False	False	True
Bukusu	bxk	buku1249	False	False	True
Bukiyip	ape	buki1249	False	False	True
Bukharic	bhh	bukh1238	False	True	False
Buhutu	bxh	buhu1237	False	False	True
Bugun	bgg	bugu1246	False	False	True
Buginese	bug	bugi1244	False	False	True
Bugawac	buk	buga1250	False	False	True
Bugan	bbh	buga1247	False	False	True
Bube	bvb	bube1242	False	False	True
Bu-Nao Bunu	bwx	buna1273	False	False	True
Brooke's Point Palawano	plw	broo1239	False	False	True
Brao	brb	lave1249	False	False	True
Brahui	brh	brah1256	False	False	True
Botolan Sambal	sbl	boto1242	False	False	True
Bororo	bor	boro1282	False	False	True
Borong	ksr	boro1279	False	False	True
Bori-Karko	adi	bori1243	False	False	True
Borei	gai	bore1247	False	False	True
Border Kuna	kvn	bord1248	False	False	True
Borana-Arsi-Guji Oromo	gax	bora1271	False	False	True
Bora	boa	bora1263	False	False	True
Bongo	bot	bong1285	False	False	True
Bonggi	bdg	bong1289	False	False	True
Bondo	bfw	bond1245	False	False	True
Bondei	bou	bond1247	False	False	True
Bom-Kim	bmf	bomk1234	False	False	True
Bolinao	smk	boli1256	False	False	True
Bolgo	bvo	bolg1251	False	False	True
Bokyi	bky	boky1238	False	False	True
Bokar-Ramo	NOCODE_Bokar	boka1249	False	False	True
Bodo-Mech	brx	bodo1269	False	False	True
Bobongko	bgb	bobo1255	False	False	True
Bobangi	bni	bang1354	False	False	True
Bo-Ung	mux	boun1245	False	False	True
Blagar	beu	blag1240	False	False	True
Biwat	bwm	biwa1243	False	False	True
Bisu	bzi	bisu1244	False	False	True
Bislama	bis	bisl1239	False	False	True
Biri	bzr	biri1256	False	False	True
Binongan Itneg	itb	bino1237	False	False	True
Bininj Kun-Wok	gup	gunw1252	False	False	True
Bini	bin	bini1246	False	False	True
Bine	bon	bine1240	False	False	True
Binandere	bhg	bina1277	False	False	True
Bimoba	bim	bimo1239	False	False	True
Bilua	blb	bilu1245	False	False	True
Biloxi	bll	bilo1248	False	False	True
Bilin	byn	bili1260	False	False	True
Bila	bip	bila1255	False	False	True
Bih	ibh	biha1246	False	False	True
Biangai	big	bian1252	False	False	True
Biali	beh	bial1238	False	False	True
Biak	bhw	biak1248	False	False	True
Biafada	bif	biaf1240	False	False	True
Bhojpuri	bho	bhoj1244	False	False	True
Bhili	bhb	bhil1251	False	False	True
Bhadrawahi	bhd	bhad1241	False	True	False
Betta Kurumba	xub	bett1235	False	False	True
Betoi-Jirara	NOCODE_Betoi	beto1236	False	False	True
Betawi	bew	beta1252	False	False	True
Berik	bkl	beri1254	False	False	True
Berau Malay	bve	bera1262	False	False	True
Bengali	ben	beng1280	False	False	True
Beng	nhb	beng1286	False	False	True
Bench	bcq	benc1235	False	False	True
Benabena	bef	bena1264	False	False	True
Bena (Tanzania)	bez	bena1262	False	False	True
Ben Tey Dogon	dbt	bent1238	False	False	True
Bemba (Zambia)	bem	bemb1257	False	False	True
Belize Kriol English	bzj	beli1260	False	False	True
Beli (Sudan)	blm	beli1257	False	False	True
Belhariya	byw	belh1239	False	False	True
Beja	bej	beja1238	False	False	True
Bebele	beb	bebe1248	False	False	True
Beaver	bea	beav1236	False	False	True
Baybayanon	bvy	bayb1234	False	False	True
Bawm Chin	bgr	bawm1236	False	False	True
Bauzi	bvz	bauz1241	False	False	True
Bauni	bpe	wara1302	False	False	True
Bats	bbl	bats1242	False	False	True
Bathari	bhm	bath1244	False	False	True
Batanga	bnm	bata1285	False	False	True
Batak	bya	bata1301	False	False	True
Batak Toba	bbc	bata1289	False	False	True
Batak Karo	btx	bata1293	False	False	True
Batad Ifugao	ifb	bata1298	False	False	True
Bashkir	bak	bash1264	False	False	True
Basa (Cameroon)	bas	basa1284	False	False	True
Baré	bae	bare1276	False	False	True
Baruya	byr	baru1267	False	False	True
Baruga	bjz	baru1269	False	True	False
Barranbinya	NOCODE_Barranbinya	barr1252	False	False	True
Barok	bjk	baro1253	False	False	True
Bari	bfa	bari1284	False	False	True
Bargam	mlp	barg1252	False	False	True
Bardi	bcj	bard1255	False	False	True
Barbareño	boi	barb1263	False	False	True
Barasana-Eduria	bsn	bara1380	False	False	True
Barai	bbb	nucl1630	False	False	True
Barabayiiga-Gisamjanga	tcc	dato1239	False	False	True
Baraamu	brd	bara1357	False	False	True
Bantawa	bap	bant1281	False	False	True
Bannoni	bcm	bann1247	False	False	True
Bankan Tey Dogon	dbw	bank1259	False	False	True
Baniva de Maroa	gae	guar1293	False	False	True
Banggarla	bjb	bang1339	False	False	True
Bandi	bza	band1352	False	False	True
Banao Itneg	bjx	bana1288	False	False	True
Bambara	bam	bamb1269	False	False	True
Bambam	ptu	bamb1270	False	False	True
Bambalang	bmo	bamb1265	False	False	True
Balkan Romani	rmn	balk1252	False	False	True
Balinese	ban	bali1278	False	False	True
Balanta-Kentohe	ble	bala1301	False	False	True
Balangingi	sse	bala1311	False	False	True
Balangao	blw	bala1310	False	False	True
Bakole	kme	bako1250	False	True	False
Bakhtiari	bqi	bakh1245	False	False	True
Baikeno	bkx	baik1238	False	False	True
Bahnar	bdq	bahn1262	False	False	True
Bahing	bhj	bahi1252	False	False	True
Bahinemo	bjh	bahi1254	False	False	True
Bahamas Creole English	bah	baha1260	False	False	True
Baham	bdw	baha1258	False	False	True
Baha Buyang	yha	baha1256	False	False	True
Bagri	bgq	bagr1243	False	False	True
Baga Koga	bgo	baga1273	True	False	False
Bafut	bfd	bafu1246	False	False	True
Badimaya	bia	badi1246	False	False	True
Bade	bde	bade1248	False	False	True
Bactrian	xbc	bact1239	False	True	False
Babuza	bzg	babu1240	False	False	True
Babine	bcr	babi1235	False	False	True
Babatana	baa	baba1268	False	False	True
Baba	bbw	baba1264	False	False	True
Baatonum	bba	baat1238	False	False	True
Ayutla Mixtec	miy	ayut1236	False	False	True
Ayoreo	ayo	ayor1240	False	False	True
Ayacucho Quechua	quy	ayac1239	False	False	True
Awtuw	kmn	awtu1239	False	False	True
Awjilah	auj	awji1241	False	False	True
Awiyaana	auy	awiy1238	False	False	True
Awad Bing	bcu	awad1244	False	False	True
Awabakal	awk	awab1243	False	False	True
Awa-Cuaiquer	kwi	awac1239	False	False	True
Avestan	ave	aves1237	False	False	True
Avava	tmb	katb1237	False	False	True
Avatime	avn	avat1244	False	False	True
Avar	ava	avar1256	False	False	True
Auye	auu	auye1238	False	False	True
Au	avt	auuu1241	False	False	True
Atzingo Matlatzinca	ocu	atzi1235	False	False	True
Atong (India)	aot	aton1241	False	False	True
Atikamekw	atj	atik1240	False	False	True
Ati	atk	atii1237	False	False	True
Athpariya	aph	athp1241	False	False	True
Atayal	tay	atay1247	False	False	True
Atakapa	aqp	atak1252	False	False	True
Ata Manobo	atd	atam1240	False	False	True
Assiniboine	asb	assi1247	False	False	True
Assamese	asm	assa1263	False	False	True
Asho Chin	csh	asho1236	False	False	True
Ashkun	ask	ashk1246	False	False	True
Arta	atz	arta1239	False	False	True
Arosi	aia	aros1241	False	False	True
Aromanian	rup	arom1237	False	False	True
Arizona Tewa	NOCODE_Arizona-Tewa	ariz1237	False	False	True
Arikara	ari	arik1262	False	False	True
Aribwatsa	laz	arib1241	False	False	True
Arhuaco	arh	arhu1242	False	False	True
Arequipa-La Unión Quechua	qxu	areq1237	False	False	True
Are	mwc	aree1239	False	False	True
Archaic Angloromani	rme	angl1239	False	False	True
Arapaho	arp	arap1274	False	False	True
Arammba	stk	aram1253	False	False	True
Araki	akr	arak1252	False	False	True
Apma	app	apma1240	False	False	True
Apatani	apt	apat1240	False	False	True
Apalaí	apy	apal1257	False	False	True
Apalachee	xap	apal1237	False	False	True
Ao Naga	njo	aona1235	False	False	True
Anuta	aud	anut1237	False	False	True
Anufo	cko	anuf1239	False	False	True
Anuak	anu	anua1242	False	False	True
Annobonese	fab	fada1250	False	True	False
Anindilyakwa	aoi	anin1240	False	False	True
Anii	blo	anii1245	False	False	True
Ani Phowa	ypn	anip1235	False	False	True
Anguthimri	awg	angu1242	False	False	True
Angor	agg	ango1254	False	False	True
Angika	anp	angi1238	False	False	True
Angami Naga	njm	anga1288	False	False	True
Angal	age	anga1293	False	False	True
Angal Heneng	akh	anga1292	False	False	True
Angaataha	agm	anga1290	False	False	True
Anfillo	myo	anfi1235	False	False	True
Aneityum	aty	anei1239	False	False	True
Andegerebinha	adg	ande1247	False	False	True
Ancient North Arabian	xna	anci1245	False	False	True
Ancient Hebrew	hbo	anci1244	False	False	True
Ancient Greek	grc	anci1242	False	False	True
Anamuxra	imi	anam1248	False	False	True
Amurdak	amg	amar1271	False	False	True
Amo	amo	amoo1242	False	False	True
Amis	ami	amis1246	False	False	True
Ami	amy	amii1238	False	False	True
Amharic	amh	amha1245	False	False	True
Amdo Tibetan	adx	amdo1237	False	False	True
Ambulas	abt	ambu1247	False	False	True
Ambai	amk	amba1265	False	False	True
Amatlán Zapotec	zpo	amat1238	False	False	True
Amara	aie	amar1272	False	False	True
Amam	NOCODE_Amam	amam1246	False	False	True
Amahuaca	amc	amah1246	False	False	True
Alur	alz	alur1250	False	False	True
Alsea-Yaquina	aes	alse1251	False	False	True
Alorese	aol	alor1247	False	False	True
Algonquin	alq	algo1255	False	False	True
Algerian Arabic	arq	alge1239	False	False	True
Aleut	ale	aleu1260	False	False	True
Alekano	gah	alek1238	False	False	True
Alawa	alh	alaw1244	False	False	True
Alamblak	amp	alam1246	False	False	True
Alacatlatzala Mixtec	mim	alac1244	False	False	True
Alabat Island Agta	dul	alab1246	False	False	True
Alabama	akz	alab1237	False	False	True
Akuntsu	aqz	akun1241	False	False	True
Akoye	miw	akoy1238	False	False	True
Akoose	bss	akoo1248	False	False	True
Aklanon	akl	akla1240	False	False	True
Akkadian	akk	akka1240	False	False	True
Akhvakh	akv	akhv1239	False	True	False
Akawaio	ake	akaw1239	False	False	True
Akateko	knj	west2635	False	False	True
Akan	aka	akan1250	False	False	True
Aka-Bea	abj	akab1249	False	False	True
Ajië	aji	ajie1238	False	False	True
Aja (Benin)	ajg	ajab1235	False	False	True
Ainu (China)	aib	ainu1251	False	False	True
Aimele	ail	aime1238	False	False	True
Ahanta	aha	ahan1243	False	False	True
Agutaynen	agn	agut1237	False	False	True
Agusan Manobo	msm	agus1235	False	False	True
Aguaruna	agr	agua1253	False	False	True
Aguacateco	agu	agua1252	False	False	True
Aghwan	xag	aghw1237	False	False	True
Aghu Tharnggalu	ggr	aghu1254	False	False	True
Aghem	agq	aghe1239	False	False	True
Agarabi	agd	agar1252	False	False	True
Afrikaans	afr	afri1274	False	False	True
Afar	aar	afar1241	False	False	True
Aekyom	awi	aeky1238	False	False	True
Adzera	adz	adze1240	False	False	True
Adonara	adr	adon1237	False	False	True
Adnyamathanha	adt	adny1235	False	False	True
Adilabad Gondi	wsg	utno1237	False	False	True
Adangme	ada	adan1247	False	False	True
Adangbe	adq	adan1248	False	False	True
Adamawa Fulfulde	fub	adam1253	False	False	True
Achuar-Shiwiar	acu	achu1248	False	False	True
Acehnese	ace	achi1257	False	False	True
Acatepec Me'phaa	tpx	acat1239	False	False	True
Abu' Arapesh	aah	abua1245	False	False	True
Abenlen Ayta	abp	aben1249	False	False	True
Abawiri	flh	foau1240	False	False	True
Abau	aau	abau1245	False	False	True
Abadi	kbt	abad1241	False	False	True
A'ou	aou	aoua1234	False	False	True
Záparo	zro	zapa1253	False	False	False
