Language	ISO 639-3	Glottocode	adverbial_clause	complement_clause	nominalization	relative_clause	subordination
Komo (Democratic Republic of Congo)	kmw	komo1260	False	False	False	True	False
Komi-Zyrian	kpv	komi1268	False	False	False	False	True
Kom (India)	kmm	komi1270	False	False	False	True	False
Koko Dhawa	NOCODE_Koko-Dhawa	koko1272	False	False	False	True	False
Kok Borok	trp	kokb1239	False	False	False	True	False
Koitabu	kqi	koit1244	False	False	False	True	False
Koho	kpm	koho1244	False	False	True	False	False
Koenoem	kcs	koen1239	False	False	False	True	False
Kodava	kfa	koda1255	False	False	False	True	False
Kobon	kpw	kobo1249	False	False	False	False	True
Kman	mxj	miju1243	True	False	False	False	False
Kituba (Democratic Republic of Congo)	ktu	kitu1246	False	False	False	True	False
Kirghiz	kir	kirg1245	False	False	False	True	False
Kire	geb	kire1240	False	False	False	True	False
Kimaragang	kqr	kima1244	False	False	False	True	False
Khasi	kha	khas1269	False	False	False	True	False
Kharia	khr	khar1287	False	False	False	True	False
Khamti	kht	kham1290	False	False	False	True	False
Khamnigan Mongol	NOCODE_Khamnigan-Mongol	kham1281	False	False	False	False	True
Khaling	klr	khal1275	False	False	False	True	False
Kensiu	kns	kens1248	False	False	False	True	False
Kemak	kem	kema1243	False	False	False	True	False
Keiga	kec	keig1242	False	False	False	False	True
Kedang	ksx	keda1252	False	False	True	False	False
Keapara	khz	keap1239	False	False	False	True	False
Kazakh	kaz	kaza1248	False	False	False	True	False
Kaytetye	gbb	kayt1238	False	False	False	True	False
Katkari	kfu	katk1238	False	False	True	False	False
Kashubian	csb	kash1274	False	False	False	False	True
Karamojong	kdj	kara1483	False	False	False	False	True
Kara-Kalpak	kaa	kara1467	False	False	False	True	False
Kaonde	kqn	kaon1241	False	False	False	True	False
Kanashi	xns	kana1283	False	False	False	True	False
Kamu	xmu	kamu1258	False	False	False	False	True
Kamasau	kms	kama1367	False	False	False	True	False
Kamano	kbq	kama1370	False	False	True	False	False
Kamang	woi	kama1365	False	False	False	True	False
Kalasha	kls	kala1372	False	False	False	True	False
Kalami	gwc	kala1373	False	False	False	True	False
Kajkavian	kjv	kajk1237	False	False	False	True	False
Kafoa	kpu	kafo1240	False	False	False	True	False
Kaera	jka	kaer1234	False	False	True	False	False
Kadazan Dusun	dtp	cent2100	False	False	False	True	False
Kacipo-Balesi	koe	kaci1244	False	False	False	True	False
Kabyle	kab	kaby1243	False	False	False	True	False
Kabuverdianu	kea	kabu1256	False	False	False	True	False
Jumjum	jum	jumj1238	False	False	False	True	False
Jukun Takum	jbu	juku1254	False	False	False	True	False
Judeo-Persian	jpr	jude1257	False	False	False	True	False
Jju	kaj	jjuu1238	False	False	False	True	False
Jiba	juo	jiba1237	False	False	False	True	False
Jerung	jee	jeru1240	False	False	True	False	False
Jamiltepec Mixtec	mxt	jami1235	False	False	False	True	False
Jamaican Creole English	jam	jama1262	False	False	False	True	False
Izere	izr	izer1241	False	False	False	True	False
Ixtenco Otomi	otz	ixte1237	False	False	False	True	False
Itbayat	ivv	ivat1242	False	False	True	False	False
Italian	ita	ital1282	False	False	False	False	True
Isthmus-Mecayapan Nahuatl	nhx	isth1242	False	False	False	True	False
Isnag	isd	isna1241	False	False	False	True	False
Isirawa	srl	isir1237	False	False	False	True	False
Isinai	inn	isin1239	False	False	False	True	False
Isimjeega-Rootigaanga	NOCODE_Isimjeega	isim1234	False	False	True	False	False
Irish	gle	iris1253	False	False	False	True	False
Irarutu	irh	irar1238	False	False	False	True	False
Iraqw	irk	iraq1241	False	False	False	True	False
Inari Sami	smn	inar1241	False	False	False	True	False
Iloko	ilo	ilok1237	False	False	False	True	False
Ikaranggal	ikr	ikar1243	False	False	True	False	False
Ika	ikk	ikaa1238	False	False	False	False	True
Igor Ossetian	oss	iron1242	False	False	False	True	False
Igede	ige	iged1239	False	False	False	True	False
Idoma	idu	idom1241	False	False	False	True	False
Ibatan	ivb	ibat1238	False	False	False	True	False
Iamalele	yml	iama1237	False	True	False	False	False
Iaai	iai	iaai1238	False	False	False	True	False
I'saka	ksi	kris1246	False	False	False	True	False
Hurrian	xhu	hurr1240	False	False	False	True	False
Hung	hnu	hung1275	False	False	False	False	True
Huautla Mazatec	mau	huau1238	False	False	False	False	True
Ho	hoc	hooo1248	False	False	False	True	False
Hittite	hit	hitt1242	False	False	False	True	False
Hindi	hin	hind1269	False	False	False	True	False
Hiligaynon	hil	hili1240	False	False	False	True	False
Hijazi Arabic	acw	hija1235	False	False	False	True	False
Highland Puebla Nahuatl	azz	high1278	False	False	True	False	False
Herero	her	here1253	False	False	False	True	False
Hawkesbury	xda	hawk1239	False	False	False	True	False
Havasupai-Walapai-Yavapai	yuf	hava1248	False	False	False	False	True
Hausa	hau	haus1257	False	False	False	True	False
Hausa States Fulfulde	fuv	nige1253	False	False	False	True	False
Hatam	had	hata1243	False	False	False	True	False
Haryanvi	bgc	hary1238	True	False	False	False	False
Haroi	hro	haro1237	False	True	False	False	False
Hamer-Banna	amf	hame1242	False	False	False	True	False
Halia	hla	hali1244	False	False	False	True	False
Haka Chin	cnh	haka1240	False	False	False	True	False
Haitian	hat	hait1244	False	False	False	True	False
Hadrami Arabic	ayh	hadr1236	True	False	False	False	False
Guyanese Creole English	gyn	creo1235	False	False	False	True	False
Gurung	gvr	guru1261	False	False	False	True	False
Gurinji	gue	guri1247	False	False	False	True	False
Gulf Arabic	afb	gulf1241	False	False	False	True	False
Guianese Creole French	gcr	guia1246	False	False	False	True	False
Gugubera	kkp	gugu1254	False	False	False	True	False
Gude	gde	gude1246	False	False	False	True	False
Guadeloupean Creole French	gcf	guad1242	False	False	False	True	False
Grenadian Creole English	gcl	gren1247	False	False	False	False	True
Gourmanchéma	gux	gour1243	False	False	False	True	False
Gothic	got	goth1244	False	False	False	True	False
Gonja	gjn	gonj1241	False	False	False	True	False
Glavda	glw	glav1244	False	False	False	True	False
Gitonga	toh	gito1238	False	False	False	True	False
Gimi (Eastern Highlands)	gim	gimi1243	False	False	False	True	False
Ghanaian Pidgin English	gpe	ghan1244	False	False	False	True	False
German	deu	stan1295	False	False	False	True	False
Gela	nlg	gela1263	False	False	False	True	False
Geez	gez	geez1241	False	False	False	True	False
Gebe	gei	gebe1237	False	True	False	False	False
Gbagyi	gbr	gbag1258	False	False	False	True	False
Gazi	gzi	gazi1243	False	False	False	True	False
Gawar-Bati	gwt	gawa1247	False	False	True	False	False
Gata'	gaq	gata1239	False	False	False	True	False
Garo	grt	garo1247	False	False	False	True	False
Garhwali	gbm	garh1243	False	False	True	False	False
Galibi Carib	car	gali1262	False	False	True	False	False
Gafat	gft	gafa1240	False	False	False	False	True
Gaa	ttb	gaaa1245	False	False	True	False	False
Ga	gaa	gaaa1244	True	False	False	False	False
Fur	fvr	furr1244	True	False	False	False	False
Friulian	fur	friu1240	False	False	False	True	False
French	fra	stan1290	False	False	False	True	False
Foodo	fod	food1238	False	False	True	False	False
Finnish	fin	finn1318	False	False	False	True	False
Filomeno Mata Totonac	tlp	filo1235	False	False	True	False	False
Filipino	fil	fili1244	False	False	True	False	False
Fasu	faa	fasu1242	False	False	False	True	False
Fars Dialects	fay	sout2645	False	False	False	True	False
Farefare	gur	fare1241	False	False	False	True	False
Faliscan	xfa	fali1291	False	False	False	False	True
Ewondo	ewo	ewon1239	False	False	False	True	False
English	eng	stan1293	False	False	False	True	False
Enga	enq	enga1252	False	False	False	True	False
Emerillon	eme	emer1243	False	False	False	True	False
Emae	mmw	emae1237	False	False	False	False	True
Elip	ekm	elip1238	True	False	False	False	False
Eleme	elm	elem1253	False	False	False	True	False
Elamite	elx	elam1244	False	False	False	True	False
Ekari	ekg	ekar1243	False	False	False	False	True
Eggon	ego	eggo1239	False	False	False	True	False
Efik	efi	efik1245	True	False	False	False	False
Efe	efe	efee1239	False	False	False	True	False
Eastern Low German	nds	nort2627	False	False	False	True	False
Eastern Egyptian Bedawi Arabic	avl	east2690	False	False	False	True	False
Eastern Cham	cjm	east2563	False	False	False	True	False
Eastern Armenian	hye	nucl1235	False	False	False	True	False
East Nyala	nle	east2409	False	False	False	True	False
Dzongkha	dzo	dzon1239	False	False	False	True	False
Dutch	nld	dutc1256	False	False	False	True	False
Dungar Varli	vav	varl1238	False	False	False	True	False
Dungan	dng	dung1253	False	False	False	False	True
Doyayo	dow	doya1240	False	False	False	True	False
Dolgan	dlg	dolg1241	False	False	False	True	False
Dizin	mdx	dizi1235	False	False	False	True	False
Diuxi-Tilantongo Mixtec	xtd	diux1235	False	False	False	True	False
Dimli	diq	diml1238	False	False	False	True	False
Dimasa	dis	dima1251	False	False	False	True	False
Dhuwal	duj	dhuw1249	False	False	False	True	False
Dezfuli-Shushtari	def	dezf1238	False	False	False	True	False
Defaka	afn	defa1248	False	False	False	True	False
Dar Daju Daju	djc	dard1243	False	False	True	False	False
Dandami Maria	daq	dand1238	False	False	False	True	False
Dampelas	dms	damp1237	False	False	False	True	False
Dalmatian	dlm	dalm1243	False	False	False	True	False
Dakota	dak	dako1258	False	False	False	True	False
Dahalik	dlk	daha1247	False	False	False	True	False
Daga	dgz	daga1275	False	False	False	True	False
Daba	dbq	nucl1683	False	False	False	True	False
Daasanach	dsh	daas1238	False	False	False	True	False
Da'a Kaili	kzf	daak1235	False	False	False	True	False
Czech	ces	czec1258	False	False	False	True	False
Cypriot Arabic	acy	cypr1248	False	False	False	True	False
Cusco Quechua	quz	cusc1236	False	False	True	False	False
Curripaco	kpc	curr1243	False	False	False	True	False
Cornish	cor	corn1251	False	False	False	True	False
Copala Triqui	trc	copa1237	False	False	False	True	False
Congo Swahili	swc	cong1236	False	False	False	True	False
Comaltepec Chinantec	cco	coma1246	False	False	False	True	False
Coatzospan Mixtec	miz	coat1241	False	False	False	True	False
Coastal-Virac Bikol	bln	sout2912	False	False	False	False	True
Clatsop-Shoalwater Chinook	chh	chin1286	False	False	False	False	True
Classical Nahuatl	nci	clas1250	False	False	False	True	False
Classical Mandaic	myz	clas1253	False	False	False	True	False
Cia-Cia	cia	ciac1237	False	False	False	True	False
Chuvash	chv	chuv1255	False	False	False	True	False
Chuukese	chk	chuu1238	False	False	False	True	False
Church Slavic	chu	chur1257	False	False	False	True	False
Chrau	crw	chra1242	False	False	False	False	True
Chitkuli Kinnauri	cik	chit1279	False	False	False	True	False
Chipewyan	chp	chip1261	False	False	False	True	False
Chinali	cih	chin1475	False	False	False	True	False
Che	ruk	chee1238	False	False	False	True	False
Chaudangsi	cdn	chau1259	False	False	False	True	False
Chamorro	cha	cham1312	False	False	False	True	False
Chaldean Neo-Aramaic	cld	chal1275	False	False	False	True	False
Chakma	ccp	chak1266	False	False	False	False	True
Central-Eastern Niger Fulfulde	fuq	cent2018	False	False	False	True	False
Central Okinawan	ryu	cent2126	False	False	True	False	False
Central Moroccan Berber	tzm	cent2194	False	False	False	True	False
Central Bontoc	lbk	cent2292	False	False	False	True	False
Central Asmat	cns	cent2117	False	False	False	True	False
Central Alemannic	gsw	swis1247	False	False	False	True	False
Catawba	chc	cata1286	False	False	False	True	False
Caribbean Hindustani	hns	cari1275	False	False	False	True	False
Car Nicobarese	caq	carn1240	True	False	False	False	False
Cappadocian Greek	cpg	capp1239	False	False	False	True	False
Cameroon Pidgin	wes	came1254	False	False	False	True	False
Cakfem-Mushere	cky	cakf1236	False	False	False	True	False
Byangsi	bee	byan1241	False	False	False	True	False
Burmeso	bzu	burm1264	False	False	False	True	False
Burmese	mya	nucl1310	False	False	False	False	True
Bura-Pabir	bwr	bura1292	False	False	False	True	False
Bundeli	bns	bund1253	True	False	False	False	False
Bunama	bdd	buna1276	False	True	False	False	False
Bunaba	bck	buna1275	False	False	False	True	False
Bulu (Cameroon)	bum	bulu1251	False	False	False	True	False
Bularnu	NOCODE_Bularnu	bula1255	False	False	True	False	False
Bukharic	bhh	bukh1238	False	False	False	True	False
Buginese	bug	bugi1244	False	False	False	True	False
Budukh	bdk	budu1248	False	False	False	False	True
Botolan Sambal	sbl	boto1242	False	False	True	False	False
Bori-Karko	adi	bori1243	True	False	False	False	False
Borana-Arsi-Guji Oromo	gax	bora1271	False	False	False	True	False
Bongo	bot	bong1285	False	False	False	True	False
Bondo	bfw	bond1245	False	False	False	True	False
Bolivar-North Chimborazo Highland Quichua	qug	chim1302	False	False	False	False	True
Bohtan Neo-Aramaic	bhn	boht1238	False	False	False	True	False
Bobongko	bgb	bobo1255	False	False	False	True	False
Bo-Ung	mux	boun1245	False	False	False	True	False
Blang	blr	blan1242	False	False	False	True	False
Bissa	bib	biss1248	False	True	False	False	False
Binongan Itneg	itb	bino1237	False	False	False	False	True
Bine	bon	bine1240	False	False	False	True	False
Bimoba	bim	bimo1239	False	False	False	True	False
Bilin	byn	bili1260	False	False	False	True	False
Biak	bhw	biak1248	False	False	False	True	False
Biafada	bif	biaf1240	False	False	False	True	False
Betawi	bew	beta1252	False	False	False	True	False
Berik	bkl	beri1254	False	False	False	False	True
Bemba (Zambia)	bem	bemb1257	False	False	False	True	False
Belize Kriol English	bzj	beli1260	False	False	False	True	False
Beli (Sudan)	blm	beli1257	False	False	False	True	False
Belanda Viri	bvi	bela1255	False	False	False	True	False
Beja	bej	beja1238	False	False	False	True	False
Beaver	bea	beav1236	True	False	False	False	False
Bavarian	bar	bava1246	False	False	False	True	False
Bauzi	bvz	bauz1241	False	False	False	True	False
Batak Alas-Kluet	btz	bata1292	False	False	False	False	True
Batad Ifugao	ifb	bata1298	False	False	False	True	False
Basay	byq	basa1287	False	False	True	False	False
Basa (Cameroon)	bas	basa1284	False	False	False	True	False
Bantawa	bap	bant1281	False	False	True	False	False
Banao Itneg	bjx	bana1288	False	False	True	False	False
Balanta-Kentohe	ble	bala1301	False	False	False	True	False
Bakoko	bkh	bako1249	False	False	True	False	False
Baiso	bsw	bais1246	False	False	False	True	False
Baharna Arabic	abv	baha1259	False	False	False	True	False
Bafia	ksf	bafi1243	False	False	False	True	False
Bafaw-Balong	bwt	bafa1247	False	False	False	True	False
Bade	bde	bade1248	False	False	True	False	False
Badaga	bfq	bada1257	False	False	False	True	False
Baba	bbw	baba1264	False	False	False	True	False
Ayutla Mixtec	miy	ayut1236	False	False	False	True	False
Ayoreo	ayo	ayor1240	False	False	False	False	True
Aweer	bob	awee1242	False	False	False	True	False
Awad Bing	bcu	awad1244	False	False	False	True	False
Avokaya	avu	avok1242	False	False	False	True	False
Avestan	ave	aves1237	False	False	False	True	False
Atikamekw	atj	atik1240	False	False	False	True	False
Atakapa	aqp	atak1252	False	False	False	False	True
Asu (Tanzania)	asa	asut1235	False	False	False	True	False
Assyrian Neo-Aramaic	aii	assy1241	False	False	False	True	False
Arop-Sissano	aps	arop1242	False	False	False	True	False
Aromanian	rup	arom1237	False	False	False	True	False
Arigidi	aqg	arig1246	False	False	False	True	False
Aribwatsa	laz	arib1241	False	False	False	True	False
Are	mwc	aree1239	False	False	False	True	False
Apurinã	apu	apur1254	False	False	False	True	False
Apalachee	xap	apal1237	False	False	True	False	False
Ao Naga	njo	aona1235	False	False	False	True	False
Anuak	anu	anua1242	False	False	False	True	False
Anguthimri	awg	angu1242	False	False	False	False	True
Angami Naga	njm	anga1288	False	False	True	False	False
Anfillo	myo	anfi1235	False	False	False	True	False
Andegerebinha	adg	ande1247	False	False	True	False	False
Andaman Creole Hindi	hca	anda1280	False	False	False	True	False
Ancient North Arabian	xna	anci1245	False	False	False	True	False
Ancient Greek	grc	anci1242	False	False	False	True	False
Ami	amy	amii1238	False	False	False	True	False
Amatlán Zapotec	zpo	amat1238	False	False	False	True	False
Amahuaca	amc	amah1246	False	False	False	True	False
Ale	gwd	gaww1239	False	False	True	False	False
Alawa	alh	alaw1244	False	False	True	False	False
Alacatlatzala Mixtec	mim	alac1244	False	False	False	True	False
Akoye	miw	akoy1238	False	False	False	True	False
Akkadian	akk	akka1240	False	False	False	True	False
Akan	aka	akan1250	False	False	False	True	False
Ajyíninka Apurucayali	cpc	ajyi1238	False	False	False	True	False
Aja (Benin)	ajg	ajab1235	False	False	False	True	False
Ahom	aho	ahom1240	False	False	False	True	False
Afrikaans	afr	afri1274	False	False	False	True	False
Adzera	adz	adze1240	False	False	False	True	False
Acoli	ach	acol1236	False	False	False	True	False
Abu' Arapesh	aah	abua1245	False	False	False	True	False
//Xegwi	xeg	xegw1238	False	False	False	True	False
Önge	oon	onge1236	False	False	False	False	False
Ömie	aom	omie1241	False	False	False	False	False
Zou	zom	zouu1235	False	False	False	False	False
Zoroastrian Dari	gbz	zoro1242	False	False	False	False	False
Zimbabwean Ndebele	nde	nort2795	False	False	False	False	False
Zia	zia	ziaa1250	False	False	False	False	False
Zhangzhung	xzh	zhan1239	False	False	False	False	False
Zeme Naga	nzm	zeme1240	False	False	False	False	False
Zarma-Kaado	dje	zarm1239	False	False	False	False	False
Zakhring	zkr	zakh1243	False	False	False	False	False
Yámana	yag	yama1264	False	False	False	False	False
Yuputhimri	NOCODE_Yuputhimri	yupu1235	False	False	False	False	False
Yulu	yul	yulu1243	False	False	False	False	False
Yue Chinese	yue	yuec1235	False	False	False	False	False
Yucatec Maya	yua	yuca1254	False	False	False	False	False
Younuo Bunu	buh	youn1235	False	False	False	False	False
Yorta Yorta	xyy	yort1237	False	False	False	False	False
Yokuts	yok	yoku1256	False	False	False	False	False
Yintyinka-Ayabadhu	ayd	ayab1239	False	False	False	False	False
Yine	pib	yine1238	False	False	False	False	False
Yinchia	yin	yinc1238	False	False	False	False	False
Yessan-Mayo	yss	yess1239	False	False	False	False	False
Yaweyuha	yby	yawe1241	False	False	False	False	False
Yao	yao	yaoo1241	False	False	False	False	False
Yanyuwa	jao	yany1243	False	False	False	False	False
Yanesha'	ame	yane1238	False	False	False	False	False
Yana	ynn	yana1271	False	False	False	False	False
Yalahatan-Haruru-Awaiya	jal	yala1266	False	False	False	False	False
Yagara-Jandai	NOCODE_Yagara	yaga1256	False	False	False	False	False
Xicotepec De Juárez Totonac	too	xico1235	False	False	False	False	False
Xhosa	xho	xhos1239	False	False	False	False	False
Wymysorys	wym	wymy1235	False	False	False	False	False
Wu Chinese	wuu	wuch1236	False	False	False	False	False
Wongo	won	wong1247	False	False	False	False	False
Wolio	wlo	woli1241	False	False	False	False	False
Woiwurrung	wyi	woiw1237	False	False	False	False	False
Wiru	wiu	wiru1244	False	False	False	False	False
Wirangu	wgu	wira1265	False	False	False	False	False
Wiradhuri	wrh	wira1262	False	False	False	False	False
Wichí Lhamtés Vejoz	wlv	wich1263	False	False	False	False	False
Westphalic	wep	west2356	False	False	False	False	False
Western Sisaala	ssl	west2465	False	False	False	False	False
Western Pantar	lev	lamm1241	False	False	False	False	False
Western Panjabi	pnb	west2386	False	False	False	False	False
Western Ojibwa	ojw	west1510	False	False	False	False	False
Western Muria	mut	west2408	False	False	False	False	False
Western Kayah	kyu	west2409	False	False	False	False	False
Western Huasteca Nahuatl	nhw	west2624	False	False	False	False	False
Western Abenaki	abe	west2630	False	False	False	False	False
West Damar	drn	west2548	False	False	False	False	False
West Berawan	zbw	west2564	False	False	False	False	False
Welsh Romani	rmw	wels1246	False	False	False	False	False
Wedau	wed	weda1241	False	False	False	False	False
Wathawurrung	wth	wath1238	False	False	False	False	False
Washo	was	wash1253	False	False	False	False	False
Warumungu	wrm	waru1265	False	False	False	False	False
Warrnambool	gjm	warr1257	False	False	False	False	False
Warao	wba	wara1303	False	False	False	False	False
War-Jaintia	aml	warj1242	False	False	False	False	False
Wapan	juk	wapa1235	False	False	False	False	False
Wantoat	wnc	want1252	False	False	False	False	False
Wanman	wbt	wanm1242	False	False	False	False	False
Waneci	wne	wane1241	False	False	False	False	False
Wampanoag	wam	wamp1249	False	False	False	False	False
Walser	wae	wals1238	False	False	False	False	False
Walmajarri	wmt	walm1241	False	False	False	False	False
Wajarri	wbv	waja1257	False	False	False	False	False
Wahgi	wgi	nucl1620	False	False	False	False	False
Wadjiginy	wdj	wadj1254	False	False	False	False	False
Waddar	wbq	wadd1237	False	False	False	False	False
Vunjo	vun	vunj1238	False	False	False	False	False
Votic	vot	voti1245	False	False	False	False	False
Vlax Romani	rmy	vlax1238	False	False	False	False	False
Virgin Islands Creole English	vic	virg1240	False	False	False	False	False
Vietnamese	vie	viet1252	False	False	False	False	False
Venetic	xve	vene1257	False	False	False	False	False
Venetian	vec	vene1258	False	False	False	False	False
Varhadi-Nagpuri	vah	varh1239	False	False	False	False	False
Vaal-Orange	kqu	vaal1235	False	False	False	False	False
Vaagri Booli	vaa	vaag1238	False	False	False	False	False
Urdu	urd	urdu1245	False	False	False	False	False
Upper Taromi	tov	uppe1235	False	False	False	False	False
Upper Guinea Crioulo	pov	uppe1455	False	False	False	False	False
Upper Chinookan	wac	wasc1239	False	False	False	False	False
Upper Chehalis	cjh	uppe1439	False	False	False	False	False
Uncunwee	ghl	ghul1238	False	False	False	False	False
Unami	unm	unam1242	False	False	False	False	False
Umiray Dumaget Agta	due	umir1236	False	False	False	False	False
Umbuygamu	umg	umbu1256	False	False	False	False	False
Umbugarla	umr	umbu1235	False	False	False	False	False
Umanakaina	gdn	uman1240	False	False	False	False	False
Ukrainian	ukr	ukra1253	False	False	False	False	False
Ukaan	kcf	ukaa1243	False	False	False	False	False
Ugong	ugo	ugon1239	False	False	False	False	False
Ubir	ubr	ubir1237	False	False	False	False	False
Tày	tyz	tayy1238	False	False	False	False	False
Tweed-Albert	xjb	twee1234	False	False	False	False	False
Twana	twa	twan1247	False	False	False	False	False
Tututni	tuu	tutu1242	False	False	False	False	False
Tutsa Naga	tvt	tuts1235	False	False	False	False	False
Tutelo	tta	tute1247	False	False	False	False	False
Turung	try	turu1249	False	False	False	False	False
Turkic Khalaj	klj	turk1303	False	False	False	False	False
Tunumiisiut	NOCODE_Tunumiisiut	tunu1234	False	False	False	False	False
Tunisian Arabic	aeb	tuni1259	False	False	False	False	False
Tulu	tcy	tulu1258	False	False	False	False	False
Tswa	tsc	tswa1255	False	False	False	False	False
Tsakonian	tsd	tsak1248	False	False	False	False	False
Touo	tqu	touo1238	False	False	False	False	False
Toto	txo	toto1302	False	False	False	False	False
Torwali	trw	torw1241	False	False	False	False	False
Tonga (Tonga Islands)	ton	tong1325	False	False	False	False	False
Tohono O'odham	ood	toho1245	False	False	False	False	False
Toba	tob	toba1269	False	False	False	False	False
Toaripi	tqo	toar1246	False	False	False	False	False
Tlingit	tli	tlin1245	False	False	False	False	False
Tiwa (India)	lax	tiwa1253	False	False	False	False	False
Tirahi	tra	tira1253	False	False	False	False	False
Tinà Sambal	xsb	tina1248	False	False	False	False	False
Timucua	tjm	timu1245	False	False	False	False	False
Timne	tem	timn1235	False	False	False	False	False
Tifal	tif	tifa1245	False	False	False	False	False
Thurawal	tbh	thur1254	False	False	False	False	False
Thai	tha	thai1261	False	False	False	False	False
Tetelcingo Nahuatl	nhg	tete1251	False	False	False	False	False
Termanu	twu	term1237	False	False	False	False	False
Terei	buo	tere1278	False	False	False	False	False
Tequistlateco Chontal	NOCODE_Tequistlateco-Chontal	tequ1245	False	False	False	False	False
Tenharim-Parintintin-Diahoi	pah	tenh1241	False	False	False	False	False
Temi	soz	temi1247	False	False	False	False	False
Telugu	tel	telu1262	False	False	False	False	False
Tehuelche	teh	tehu1242	False	False	False	False	False
Tboli	tbl	tbol1240	False	False	False	False	False
Tausug	tsg	taus1251	False	False	False	False	False
Tarao	tro	tara1313	False	False	False	False	False
Tangut	txg	tang1334	False	False	False	False	False
Tangale	tan	nucl1696	False	False	False	False	False
Tamil	tam	tami1289	False	False	False	False	False
Talise	tlr	tali1259	False	False	False	False	False
Talaud	tld	tala1285	False	False	False	False	False
Talaandig-Binukid	bkd	binu1244	False	False	False	False	False
Takestani	tks	take1255	False	False	False	False	False
Taita	dav	tait1250	False	False	False	False	False
Tairuma	uar	tair1256	False	False	False	False	False
Tai Dón	twh	taid1250	False	False	False	False	False
Tahltan	tht	tahl1239	False	False	False	False	False
Tahaggart Tamahaq	thv	taha1241	False	False	False	False	False
Tagoi	tag	tago1246	False	False	False	False	False
Tagish	tgx	tagi1240	False	False	False	False	False
Tagbanwa	tbw	tagb1258	False	False	False	False	False
Tagalog	tgl	taga1270	False	False	False	False	False
Tachelhit	shi	tach1250	False	False	False	False	False
Tacana	tna	taca1256	False	False	False	False	False
Ta'izzi-Adeni Arabic	acq	taiz1242	False	False	False	False	False
Sydney	xdk	sydn1236	False	False	False	False	False
Syan	NOCODE_Syan	syan1242	False	False	False	False	False
Swabian	swg	swab1242	False	False	False	False	False
Susu	sus	susu1250	False	False	False	False	False
Surgut Khanty	NOCODE_Surgut-Khanty	surg1248	False	False	False	False	False
Sui	swi	suii1243	False	False	False	False	False
Suena	sue	suen1241	False	False	False	False	False
Sudanese Arabic	apd	suda1236	False	False	False	False	False
Subtiaba	sut	subt1250	False	False	False	False	False
Stod Bhoti	sbu	stod1241	False	False	False	False	False
Standard Malay	zsm	stan1306	False	False	False	False	False
Standard Arabic	arb	stan1318	False	False	False	False	False
Spokane	spo	spok1245	False	False	False	False	False
Spanish	spa	stan1288	False	False	False	False	False
Southern Tutchone	tce	sout2957	False	False	False	False	False
Southern Tiwa	tix	sout2961	False	False	False	False	False
Southern Tangkhul Naga	NOCODE_Southern-Tangkhul	khan1277	False	False	False	False	False
Southern Sierra Miwok	skd	sout2985	False	False	False	False	False
Southern Sama	ssb	sout2918	False	False	False	False	False
Southern Puget Sound Salish	slh	sout2965	False	False	False	False	False
Southern Kiwai	kjd	sout2949	False	False	False	False	False
Southern Haida	hax	sout2956	False	False	False	False	False
Southern Gumuz	NOCODE_Southern-Gumuz	sout3236	False	False	False	False	False
Southern Conchucos Ancash Quechua	qxo	sout2992	False	False	False	False	False
Southern Bobo Madaré	bwq	sout2840	False	False	False	False	False
Southern Balochi	bcc	sout2642	False	False	False	False	False
Southern Bai	bfs	sout2730	False	False	False	False	False
Southeastern Kolami	nit	sout1549	False	False	False	False	False
South-Central Koongo	kng	koon1244	False	False	False	False	False
South Levantine Arabic	ajp	sout3123	False	False	False	False	False
South Fali	fal	sout2782	False	False	False	False	False
South Bolivian Quechua	quh	sout2991	False	False	False	False	False
Soic	soj	soii1239	False	False	False	False	False
So (Democratic Republic of Congo)	soc	sode1235	False	False	False	False	False
Siyin Chin	csy	siyi1240	False	False	False	False	False
Siuslaw	sis	sius1254	False	False	False	False	False
Sirionó	srq	siri1273	False	False	False	False	False
Sindhi	snd	sind1272	False	False	False	False	False
Sinasina	sst	sina1271	False	False	False	False	False
Simbo	sbb	simb1256	False	False	False	False	False
Sikaiana	sky	sika1261	False	False	False	False	False
Sicilian	scn	sici1248	False	False	False	False	False
Siawi	mmp	siaw1243	False	False	False	False	False
Shumashti	sts	shum1235	False	False	False	False	False
Shuar	jiv	shua1257	False	False	False	False	False
Sholaga	sle	shol1240	False	False	False	False	False
Shina	scl	shin1264	False	False	False	False	False
Shilluk	shk	shil1265	False	False	False	False	False
Shihhi Arabic	ssh	shih1239	False	False	False	False	False
Shi	shr	shii1238	False	False	False	False	False
She	shx	shee1238	False	False	False	False	False
Shasta	sht	shas1239	False	False	False	False	False
Shan	shn	shan1277	False	False	False	False	False
Shahrudi	shm	shah1254	False	False	False	False	False
Serua	srw	seru1245	False	False	False	False	False
Sereer	srr	sere1260	False	False	False	False	False
Sentani	set	nucl1632	False	False	False	False	False
Seneca	see	sene1264	False	False	False	False	False
Senari	sef	ceba1235	False	False	False	False	False
Sena	seh	nucl1396	False	False	False	False	False
Semnani	smy	semn1249	False	False	False	False	False
Seke (Nepal)	skj	seke1240	False	False	False	False	False
Scots	sco	scot1243	False	False	False	False	False
Scanian	scy	scan1238	False	False	False	False	False
Sauraseni Prakrit	psu	saur1252	False	False	False	False	False
Sartang	onp	sart1249	False	False	False	False	False
