Language	ISO 639-3	Glottocode	contrastive_tone	pitch_accent	prosody	tonal_contrast	tonal_system	tone
Moklen	mkm	mokl1243	False	False	False	False	False	True
Mokilese	mkj	moki1238	False	False	False	False	False	True
Mok	mqt	mokk1243	False	False	False	False	False	True
Mohawk	moh	moha1258	False	False	False	False	False	True
Mohave	mov	moha1256	False	False	False	False	False	True
Modern Hebrew	heb	hebr1245	False	False	False	False	False	True
Modern Greek	ell	mode1248	False	False	False	False	False	True
Mmen	bfm	mmen1238	False	False	False	False	False	True
Mizo	lus	lush1249	False	False	False	False	False	True
Miyako	mvi	miya1259	False	False	False	False	False	True
Mixtepec Zapotec	zpm	mixt1426	False	False	False	False	False	True
Mitla Zapotec	zaw	mitl1236	False	False	False	False	False	True
Mising-Padam-Miri-Minyong	mrg	misi1242	False	False	False	False	False	True
Misima-Paneati	mpx	misi1243	False	False	False	False	False	True
Miriwung	mep	miri1266	False	False	False	False	False	True
Minigir	vmg	mini1251	False	False	True	False	False	False
Mina (Cameroon)	hna	mina1276	False	False	False	False	False	True
Min Nan Chinese	nan	minn1241	False	False	False	False	False	True
Midob	mei	mido1240	False	False	False	False	False	True
Middle High German	gmh	midd1343	False	False	False	False	False	True
Middle English	enm	midd1317	False	False	False	False	False	True
Mewati	wtm	mewa1250	False	False	False	False	False	True
Meskwaki	sac	mesk1242	False	False	False	False	False	True
Meru	mer	meru1245	False	False	False	False	False	True
Meriam	ulk	meri1244	False	False	False	False	False	True
Menya	mcr	meny1245	False	False	False	False	False	True
Menominee	mez	meno1252	False	False	False	False	False	True
Mende (Sierra Leone)	men	mend1266	False	False	False	False	False	True
Melo	mfx	melo1242	False	False	False	False	False	True
Mehri	gdq	mehr1241	False	False	True	False	False	False
Mehek	nux	mehe1243	False	False	False	False	False	True
Me'en	mym	meen1242	False	False	False	False	False	True
Mbukushu	mhw	mbuk1240	False	False	False	False	False	True
Mbugwe	mgz	mbug1242	False	False	False	False	False	True
Mbugu	mhd	mbug1240	False	False	False	False	False	True
Mbosi	mdw	mbos1242	False	False	False	False	False	True
Mbere-Mbamba	mdt	mber1257	False	False	False	False	False	True
Mbe	mfo	mbee1249	False	False	False	False	False	True
Mbabaram	vmb	mbab1239	False	False	False	False	False	True
Mayogo	mdm	mayo1261	False	False	False	False	False	True
Mayo	mfy	mayo1264	False	False	False	False	False	True
Maybrat-Karon	ayz	maib1239	False	False	False	False	False	True
Mateq	xem	kemb1249	False	False	False	False	False	True
Matbat	xmt	matb1237	False	False	False	False	False	True
Masbatenyo	msb	masb1238	False	False	False	False	False	True
Masalit	mls	nucl1440	False	False	False	False	False	True
Masai	mas	masa1300	False	False	False	False	False	True
Marwari (India)	rwr	marw1260	False	False	False	False	False	True
Martu Wangka	mpj	mart1256	False	False	False	False	False	True
Markweeta	enb	mark1255	False	False	False	False	False	True
Marind	mrz	nucl1622	False	False	True	False	False	False
Maria (India)	mrr	mari1414	False	False	False	False	False	True
Marghi Central	mrt	marg1265	False	False	False	False	False	True
Maranunggu	zmr	mara1386	False	False	False	False	False	True
Mara Chin	mrh	mara1382	False	False	False	False	False	True
Mapos Buang	bzh	mapo1242	False	False	False	False	False	True
Mao Naga	nbi	maon1238	False	False	False	False	False	True
Manyika	mxc	many1258	False	False	False	False	False	True
Manus Koro	kxr	bowa1234	False	False	True	False	False	False
Mansim	NOCODE_Mansim	mans1260	False	False	False	False	False	True
Mankanya	knf	mank1251	False	False	False	False	False	True
Manipuri	mni	mani1292	False	False	False	False	False	True
Mangga Buang	mmo	mang1404	False	False	False	False	False	True
Mangarayi	mpc	mang1381	False	False	False	False	False	True
Manga Kanuri	kby	mang1399	False	False	False	False	False	True
Mandinka	mnk	mand1436	False	False	False	False	False	True
Mandarin Chinese	cmn	mand1415	False	False	False	False	False	True
Mandari	mqu	mand1425	False	False	False	False	False	True
Mandan	mhq	mand1446	False	False	False	False	False	True
Manange	nmm	mana1288	False	False	False	False	False	True
Mambwe-Lungu	mgr	mamb1296	False	False	False	False	False	True
Mambae	mgm	mamb1306	False	False	False	False	False	True
Malvi	mup	malv1243	False	False	False	False	False	True
Maltese	mlt	malt1254	False	False	False	False	False	True
Mali	gcc	mali1284	False	False	True	False	False	False
Malba Birifor	bfo	malb1235	False	False	False	False	False	True
Malay, Manado	xmm	mala1481	False	False	False	False	False	True
Malawi Lomwe	lon	mala1256	False	False	False	False	False	True
Malacca-Batavia Portuguese Creole	mcm	mala1533	False	False	False	False	False	True
Makasar	mak	maka1311	False	False	False	False	False	True
Makasae-Makalero	mkz	maka1316	False	False	False	False	False	True
Makaa	mcp	maka1304	False	False	False	False	False	True
Mak (China)	mkg	makc1235	False	False	False	False	False	True
Majang	mpe	maja1242	False	False	False	False	False	True
Mahasu Pahari	bfz	maha1287	False	False	False	False	False	True
Mada (Nigeria)	mda	mada1282	False	False	False	False	False	True
Macanese	mzs	maca1262	False	False	False	False	False	True
Maasina Fulfulde	ffm	maas1239	False	False	False	False	False	True
Luwo	lwo	luwo1239	False	False	False	False	False	True
Luvale	lue	luva1239	False	False	False	False	False	True
Luo (Kenya and Tanzania)	luo	luok1236	False	False	False	False	False	True
Lundayeh	lnd	lund1271	False	False	False	False	False	True
Luguru	ruf	lugu1238	False	False	False	False	False	True
Lugbara	lgg	lugb1240	False	False	False	False	False	True
Luba-Lulua	lua	luba1249	False	False	False	False	False	True
Luba-Katanga	lub	luba1250	False	False	False	False	False	True
Lowland Oaxaca Chontal	clo	lowl1260	False	False	True	False	False	False
Lower Grand Valley Dani	dni	lowe1415	False	False	False	False	False	True
Lower Chehalis	cea	lowe1427	False	False	True	False	False	False
Lou	loj	louu1245	False	False	False	False	False	True
Lote	uvl	lote1237	False	False	False	False	False	True
Lonwolwol	crc	lonw1238	False	False	False	False	False	True
Logba	lgq	logb1245	False	False	False	False	False	True
Liv	liv	livv1244	False	False	False	False	False	True
Lithuanian	lit	lith1251	False	False	False	False	False	True
Lisu	lis	lisu1250	False	False	False	False	False	True
Lishán Didán	trg	lish1246	False	False	False	False	False	True
Lishana Deni	lsd	lish1247	False	False	False	False	False	True
Lingala	lin	ling1263	False	False	False	False	False	True
Limonese Creole	qlm	limo1249	False	False	False	False	False	True
Limilngan	lmc	nucl1327	False	False	False	False	False	True
Limbum	lmp	limb1268	False	False	False	False	False	True
Limbu	lif	limb1266	False	False	False	False	False	True
Lijili	mgi	liji1238	False	False	False	False	False	True
Lihir	lih	lihi1237	False	False	False	False	False	True
Ligbi	lig	ligb1244	False	False	False	False	False	True
Libinza	liz	libi1244	False	False	False	False	False	True
Libido	liq	libi1250	False	False	False	False	False	True
Liberia Kpelle	xpe	libe1247	False	False	False	False	False	True
Liangmai Naga	njn	lian1251	False	False	False	False	False	True
Lhomi	lhm	lhom1239	False	False	False	False	False	True
Leti (Indonesia)	lti	leti1246	False	False	True	False	False	False
Lenje	leh	lenj1248	False	False	False	False	False	True
Lengo	lgr	leng1259	False	False	False	False	False	True
Lendu	led	lend1245	False	False	False	False	False	True
Lenakel	tnl	lena1238	False	False	False	False	False	True
Lelepa	lpa	lele1267	False	False	True	False	False	False
Lelemi	lef	lele1264	False	False	False	False	False	True
Lele (Papua New Guinea)	lle	lele1270	False	False	False	False	False	True
Lega-Shabunda	lea	lega1249	False	False	False	False	False	True
Lega-Mwenga	lgm	lega1250	False	False	False	False	False	True
Lealao Chinantec	cle	leal1235	False	False	False	False	False	True
Lavia-Awalai-Damangnuo Awa	vwa	awac1238	False	False	False	False	False	True
Laven	lbo	lave1248	False	False	False	False	False	True
Latvian	lav	latv1249	False	False	False	False	False	True
Lashi	lsi	lash1243	False	False	False	False	False	True
Laragia	lrg	lara1258	False	False	False	False	False	True
Lango (Uganda)	laj	lang1324	False	False	False	False	False	True
Lamnso'	lns	lamn1239	False	False	False	False	False	True
Lamkang	lmk	lamk1238	False	False	False	False	False	True
Lamboya	lmy	lamb1273	False	False	True	False	False	False
Lamba	lam	lamb1271	False	False	False	False	False	True
Lamaholot	slp	lama1277	False	False	True	False	False	False
Lala-Bisa	leb	lala1264	False	False	False	False	False	True
Lahu	lhu	lahu1253	False	False	False	False	False	True
Lahta-Zayein Karen	kxk	zaye1235	False	False	False	False	False	True
Lachi	lbt	lach1248	False	False	False	False	False	True
Kyerung	kgy	kyer1238	False	False	False	False	False	True
Kyaka	kyc	kyak1244	False	False	False	False	False	True
Kwomtari	kwo	nucl1593	False	False	False	False	False	True
Kwini	gww	kwin1241	False	False	False	False	False	True
Kwegu	xwg	kweg1241	False	False	False	False	False	True
Kwaza	xwa	kwaz1243	False	False	False	False	False	True
Kwaya	kya	kway1241	False	False	False	False	False	True
Kwangali	kwn	kwan1273	False	False	False	False	False	True
Kwama	kmq	kwam1249	False	False	False	False	False	True
Kwakum	kwu	kwak1266	False	False	False	False	False	True
Kwaio	kwd	kwai1243	False	False	False	False	False	True
Kwadi	kwz	kwad1244	False	False	False	False	False	True
Kutenai	kut	kute1249	False	False	False	False	False	True
Kupsabiny	kpz	kups1238	False	False	False	False	False	True
Kuni-Boazi	kvg	kuni1265	False	False	False	False	False	True
Kung	kfl	kung1260	False	False	False	False	False	True
Kunama	kun	kuna1268	False	False	False	False	False	True
Kumbainggar	kgs	kumb1268	False	False	False	False	False	True
Kulung (Nigeria)	bbu	kulu1255	False	False	False	False	False	True
Kula (Indonesia)	tpg	kula1280	False	False	True	False	False	False
Krio	kri	krio1253	False	False	False	False	False	True
Kriang-Khlor	ngt	ngeq1245	False	False	False	False	False	True
Kpan	kpk	kpan1246	False	False	False	False	False	True
Koyukon	koy	koyu1237	False	False	False	False	False	True
Kotia-Adivasi Oriya-Desiya	ort	adiv1239	False	False	False	False	False	True
Kosarek Yale	kkl	kosa1249	False	False	False	False	False	True
Korlai Portuguese	vkp	korl1238	False	False	False	False	False	True
Korku	kfq	kork1243	False	False	False	False	False	True
Korean	kor	kore1280	False	False	False	False	False	True
Korana	kqz	kora1292	False	False	False	False	False	True
Koorete	kqy	koor1239	False	False	False	False	False	True
Konzo	koo	konz1239	False	False	False	False	False	True
Konkan Marathi	knn	konk1267	False	False	False	False	False	True
Konai	kxw	kona1242	False	False	False	False	False	True
Komo (Sudan)	xom	komo1258	False	False	False	False	False	True
Komo (Democratic Republic of Congo)	kmw	komo1260	False	False	False	False	False	True
Kombai	tyn	komb1274	False	False	False	False	False	True
Kom (India)	kmm	komi1270	False	False	False	False	False	True
Kom (Cameroon)	bkm	komc1235	False	False	False	False	False	True
Kola	kvv	kola1285	False	False	True	False	False	False
Kok Borok	trp	kokb1239	False	False	False	False	False	True
Koireng	nkd	koir1240	False	False	False	False	False	True
Koho	kpm	koho1244	False	False	False	False	False	True
Kofyar	kwl	kofy1242	False	False	False	False	False	True
Kman	mxj	miju1243	False	False	False	False	False	True
Klamath-Modoc	kla	klam1254	False	False	True	False	False	False
Kitan	zkt	kita1247	False	False	False	False	False	True
Kistane	gru	kist1241	False	False	False	False	False	True
Kiowa	kio	kiow1266	False	False	False	False	False	True
Kinyarwanda	kin	kiny1244	False	False	False	False	False	True
Kilen	NOCODE_Kilen	kile1243	False	False	False	False	False	True
Kikuyu	kik	kiku1240	False	False	False	False	False	True
Kickapoo	kic	kick1244	False	False	False	False	False	True
Khroskyabs	jiq	guan1266	False	False	False	False	False	True
Khowar	khw	khow1242	False	False	False	False	False	True
Khorasan Arabic	NOCODE_Khorasan-Arabic	khor1274	False	False	True	False	False	False
Khmu	kjg	khmu1256	False	False	False	False	False	True
Khengkha	xkf	khen1241	False	True	False	False	False	False
Kharia	khr	khar1287	False	False	False	False	False	True
Kharam Naga	kfw	khar1288	False	False	False	False	False	True
Khamti	kht	kham1290	False	False	False	False	False	True
Kesawai	xes	kesa1244	False	False	True	False	False	False
Kenuzi-Dongola	kzh	kenu1236	False	False	False	False	False	True
Kensiu	kns	kens1248	False	False	False	False	False	True
Kemezung	dmo	keme1240	False	False	False	False	False	True
Kele-Foma	khy	kele1255	False	False	False	False	False	True
Keiga	kec	keig1242	False	False	False	False	False	True
Kedang	ksx	keda1252	False	False	False	False	False	True
Ke'o	xxk	keoo1238	False	False	False	False	False	True
Kayardild	gyd	kaya1319	False	False	True	False	False	False
Kayapó	txu	kaya1330	False	False	True	False	False	False
Kavir	NOCODE_Kavir	kavi1234	False	False	False	False	False	True
Kaska	kkz	kask1239	False	False	False	False	False	True
Karok	kyh	karo1304	False	False	False	False	False	True
Karipúna Creole French	kmv	kari1301	False	False	False	False	False	True
Kari	kbj	kari1306	False	False	False	False	False	True
Karata	kpt	kara1474	False	False	True	False	False	False
Karamojong	kdj	kara1483	False	False	False	False	False	True
Karajá	kpj	kara1500	False	False	False	False	False	True
Kara-Kalpak	kaa	kara1467	False	False	False	False	False	True
Kara (Papua New Guinea)	leu	kara1486	False	False	False	False	False	True
Kapingamarangi	kpg	kapi1249	False	False	False	False	False	True
Kaonde	kqn	kaon1241	False	False	False	False	False	True
Kankanaey	kne	kank1243	False	False	True	False	False	False
Kaninuwa	wat	kani1281	False	False	False	False	False	True
Kanembu	kbl	kane1243	False	False	False	False	False	True
Kanashi	xns	kana1283	False	False	False	False	False	True
Kambaata	ktb	kamb1316	False	False	False	False	False	True
Kamba (Kenya)	kam	kamb1297	False	False	False	False	False	True
Kalkutung	ktg	kalk1246	False	False	False	False	False	True
Kalispel-Pend d'Oreille	fla	kali1308	False	False	False	False	False	True
Kalami	gwc	kala1373	False	False	False	False	False	True
Kalam	kmh	kala1397	False	False	False	False	False	True
Kalagan	kqe	kala1388	False	False	False	False	False	True
Kalaallisut	kal	kala1399	False	False	False	False	False	True
Kaki Ae	tbd	kaki1249	False	False	False	False	False	True
Kajkavian	kjv	kajk1237	False	False	False	False	False	True
Kaiwá	kgk	kaiw1246	False	False	False	False	False	True
Kairiru	kxa	kair1263	False	False	False	False	False	True
Kadar	kej	kada1242	False	False	False	False	False	True
Kachchi	kfr	kach1277	False	False	False	False	False	True
Kachama-Ganjule-Haro	kcx	kach1284	False	False	False	False	False	True
Kabyle	kab	kaby1243	False	False	False	False	False	True
Kabardian	kbd	kaba1278	False	False	False	False	False	True
Jur Modo	bex	jurm1239	False	False	False	False	False	True
Jumjum	jum	jumj1238	False	False	False	False	False	True
Judeo-Tripolitanian Arabic	yud	jude1264	False	False	True	False	False	False
Judeo-Persian	jpr	jude1257	False	False	False	False	False	True
Jowulu	jow	jowu1238	False	False	False	False	False	True
Jju	kaj	jjuu1238	False	False	False	False	False	True
Jina	jia	jina1244	False	False	False	False	False	True
Jicarilla Apache	apj	jica1244	False	False	False	False	False	True
Jibbali	shv	sheh1240	False	False	True	False	False	False
Jewish Babylonian Aramaic (ca. 200-1200 CE)	tmr	jewi1240	False	False	True	False	False	False
Jerung	jee	jeru1240	False	False	False	False	False	True
Jejueo	jje	jeju1234	False	False	False	False	False	True
Jejara Naga	pzn	para1302	False	False	False	False	False	True
Jarai	jra	jara1266	False	False	True	False	False	False
Jaqaru	jqr	jaqa1244	False	False	False	False	False	True
Japanese	jpn	nucl1643	False	False	False	False	False	True
Jaminjung-Ngaliwurru	djd	djam1255	False	False	False	False	False	True
Jamiltepec Mixtec	mxt	jami1235	False	False	False	False	False	True
Jamamadí	jaa	jama1261	False	False	False	False	False	True
Jamaican Creole English	jam	jama1262	False	False	False	False	False	True
