Language	ISO 639-3	Glottocode	feet	finger	five	hand	numerals	quinary	toe
Toma	tod	toma1245	False	False	True	True	False	False	False
Tobati	tti	toba1266	False	False	False	True	True	False	False
Timor Pidgin	tvy	timo1258	False	False	False	True	True	False	False
Timbe	tim	timb1251	False	True	False	True	False	False	False
Texistepec Popoluca	poq	texi1237	False	False	True	True	False	False	False
Termanu	twu	term1237	False	False	True	True	False	False	False
Terei	buo	tere1278	False	False	True	False	True	False	False
Tennet	tex	tenn1246	False	False	True	True	False	False	False
Tayo	cks	tayo1238	False	False	True	True	False	False	False
Tausug	tsg	taus1251	False	False	True	True	False	False	False
Tatana	txx	tata1257	False	False	True	True	False	False	False
Tasawaq	twq	tasa1240	True	False	False	True	False	False	False
Tarifiyt-Beni-Iznasen-Eastern Middle Atlas Berber	rif	tari1263	False	False	True	True	False	False	False
Tanudan Kalinga	kml	lowe1412	False	False	True	True	False	False	False
Takestani	tks	take1255	False	False	True	True	False	False	False
Tahaggart Tamahaq	thv	taha1241	True	False	False	True	False	False	False
Tagish	tgx	tagi1240	False	False	True	True	False	False	False
Tagabawa	bgs	taga1272	False	False	True	True	False	False	False
Tacana	tna	taca1256	False	False	False	True	False	False	True
Surigaonon	sgd	suri1273	False	False	True	True	False	False	False
Suba-Simbiti	ssc	suba1252	False	False	False	True	True	False	False
Southern Tutchone	tce	sout2957	False	False	True	True	False	False	False
Southern Sama	ssb	sout2918	False	False	True	True	False	False	False
Southern Pame	pmz	sout2999	False	False	True	False	True	False	False
Southern Ghale	ghe	sout2715	False	False	True	False	True	False	False
Southern Conchucos Ancash Quechua	qxo	sout2992	False	False	True	True	False	False	False
Sisiqa	NOCODE_Sisiqa	sisi1250	False	False	True	False	True	False	False
Silt'e	stv	silt1240	False	False	True	False	True	False	False
Siawi	mmp	siaw1243	False	False	True	True	False	False	False
Shihhi Arabic	ssh	shih1239	True	False	False	True	False	False	False
Shan	shn	shan1277	False	False	True	True	False	False	False
Sechelt	sec	sech1246	False	False	True	True	False	False	False
Sea Island Creole English	gul	gull1241	False	False	True	True	False	False	False
Sauraseni Prakrit	psu	saur1252	False	False	False	True	True	False	False
Sarangani Blaan	bps	sara1326	False	False	True	True	False	False	False
Sara Kaba Náà	kwv	sara1321	False	False	True	True	False	False	False
Saposa	sps	sapo1253	False	False	True	False	True	False	False
Sangisari	sgr	sang1315	False	False	True	True	False	False	False
Sanapaná	spn	sana1298	False	False	True	True	False	False	False
Samba Daka	ccg	samb1311	False	False	True	True	False	False	False
Sakizaya	szy	saki1247	False	False	True	True	False	False	False
Rungus	drg	rung1259	False	False	True	True	False	False	False
Ruching Palaung	pce	ruch1235	False	False	True	True	False	False	False
Romblomanon	rol	romb1245	False	False	True	True	False	False	False
Rerep	pgk	rere1240	False	False	False	True	True	False	False
Rade	rad	rade1240	False	False	True	True	False	False	False
Quinault	qun	quin1251	True	False	True	False	False	False	False
Q'anjob'al	kjb	qanj1241	False	False	True	True	False	False	False
Pwo Eastern Karen	kjp	pwoe1235	False	False	False	True	True	False	False
Portuguese	por	port1283	False	False	True	True	False	False	False
Port Sandwich	psw	port1285	False	False	False	True	True	False	False
Plateau Malagasy	plt	plat1254	False	False	True	True	False	False	False
Plains Cree	crk	plai1258	False	False	True	True	False	False	False
Piscataway	psy	pisc1239	False	False	True	True	False	False	False
Pirahã	myp	pira1253	False	False	True	True	False	False	False
Pintiini	pti	pint1251	False	False	False	True	True	False	False
Peranakan Indonesian	pea	pera1256	False	False	True	True	False	False	False
Pangutaran Sama	slm	pang1291	False	False	True	True	False	False	False
Pamplona Atta	att	pamp1244	False	False	True	True	False	False	False
Palauan	pau	pala1344	False	False	True	True	False	False	False
Ozolotepec Zapotec	zao	ozol1235	False	False	True	True	False	False	False
Oyda	oyd	oyda1235	False	False	True	True	False	False	False
Orokaiva	okv	orok1269	False	False	True	True	False	False	False
Older Runic	NOCODE_Older-Runic	olde1239	False	False	True	True	False	False	False
Old Malay	NOCODE_Old-Malay	oldm1243	False	False	False	True	True	False	False
Oki-No-Erabu	okn	okin1246	False	False	False	True	True	False	False
Okanagan	oka	okan1243	False	False	True	True	False	False	False
Nzanyi	nja	nzan1240	True	False	False	True	False	False	False
Nyunga	nys	nyun1247	False	False	True	True	False	False	False
Nyawaygi	nyt	nyaw1247	False	False	True	True	False	False	False
Nyambo	now	nyam1277	False	False	True	False	True	False	False
Nyaheun	nev	nyah1249	False	False	True	True	False	False	False
Nugunu (Cameroon)	yas	nugu1242	False	False	True	True	False	False	False
Northern Hmong	NOCODE_Northern-Hmong	nort3244	False	False	True	True	False	False	False
Northern Amami-Oshima	ryn	nort2935	False	False	True	True	False	False	False
Nonuya	noj	nonu1241	False	False	False	True	True	False	False
Nogai	nog	noga1249	False	False	True	False	True	False	False
Nkem-Nkum	isi	nkem1242	False	False	False	True	True	False	False
Ngazidja Comorian	zdj	ngaz1238	False	False	True	False	True	False	False
Ngarluma	nrl	ngar1287	False	False	True	True	False	False	False
Nayi	noz	nayi1243	False	False	False	True	True	False	False
Natchez	ncz	natc1249	False	False	True	True	False	False	False
Narim	loh	nari1240	False	False	True	True	False	False	False
Naki	mff	naki1238	False	False	True	True	False	False	False
Nahenic	NOCODE_Nahenic	nahe1238	False	False	True	False	True	False	False
Naasioi	nas	naas1242	False	False	True	True	False	False	False
Máku	xak	maku1246	True	False	True	False	False	False	False
Muong	mtq	muon1246	False	False	True	True	False	False	False
Mpongmpong	mgg	mpon1254	False	False	True	True	False	False	False
Mpi	mpz	mpii1239	False	False	True	False	True	False	False
Moro	mor	moro1285	False	False	False	True	False	False	True
Mohegan-Montauk-Narragansett	mof	mohe1244	False	False	True	True	False	False	False
Mlahsô	lhs	mlah1239	False	False	True	True	False	False	False
Millcayac	NOCODE_Millcayac	mill1237	True	False	False	True	False	False	False
Mednyj Aleut	mud	medn1235	False	False	True	True	False	False	False
Mbe	mfo	mbee1249	False	False	True	True	False	False	False
Mbabaram	vmb	mbab1239	False	False	True	True	False	False	False
Matigsalug Manobo	mbt	mati1250	False	False	True	True	False	False	False
Mar Paharia of Dumka	mkb	malp1246	False	True	False	True	False	False	False
Mape	mlh	mape1249	False	False	True	True	False	False	False
Mangseng	mbh	mang1403	False	False	True	True	False	False	False
Mandaya	mry	kara1489	False	False	True	True	False	False	False
Manda (India)	mha	mand1413	False	False	False	True	True	False	False
Malba Birifor	bfo	malb1235	False	False	False	True	False	False	True
Makah	myh	maka1318	False	False	True	True	False	False	False
Mag-Anchi Ayta	sgb	maga1263	False	False	True	True	False	False	False
Madak	mmx	mada1285	False	False	True	True	False	False	False
Lydian	xld	lydi1241	False	False	True	True	False	False	False
Lycian A	xlc	lyci1241	False	False	True	True	False	False	False
Luiseno	lui	luis1253	False	False	True	True	False	False	False
Lubuagan Kalinga	knb	lubu1243	False	False	True	True	False	False	False
Louisiana Creole French	lou	loui1240	False	False	True	True	False	False	False
Lolak	llq	lola1250	False	False	True	True	False	False	False
Lodhi	lbm	lodh1246	False	False	True	True	False	False	False
Linngithigh	lnj	leni1238	False	False	True	True	False	False	False
Limos Kalinga	kmk	limo1248	False	False	True	True	False	False	False
Ligurian	lij	ligu1248	False	False	True	True	False	False	False
Lamnso'	lns	lamn1239	False	False	True	True	False	False	False
Lala	nrz	lala1268	False	False	True	False	True	False	False
Laiyolo	lji	laiy1246	False	False	True	True	False	False	False
Kwerba	kwe	nucl1595	False	False	True	True	False	False	False
Kven Finnish	fkv	kven1236	False	False	True	True	False	False	False
Kuungkari of Barcoo River	lku	kuun1236	False	False	True	True	False	False	False
Kurrama	vku	kurr1243	False	False	True	True	False	False	False
Kuo	xuo	kuoo1238	False	False	True	True	False	False	False
Kumbainggar	kgs	kumb1268	False	False	True	True	False	False	False
Kuku-Muminh	xmh	kuku1283	False	False	True	True	False	False	False
Kryz	kry	kryt1240	False	False	True	False	True	False	False
Koonzime	ozm	koon1245	False	False	True	True	False	False	False
Kono (Guinea)	knu	kono1267	False	False	True	True	False	False	False
Kok-Nar	gko	kokn1236	False	False	True	True	False	False	False
Kofyar	kwl	kofy1242	False	False	True	True	False	False	False
Koda	cdz	koda1236	False	True	True	False	False	False	False
Koch	kdq	koch1250	False	False	False	True	True	False	False
Klao	klu	klao1243	False	False	True	True	False	False	False
Kistane	gru	kist1241	False	False	True	True	False	False	False
Kipchak Urum	uum	urum1249	False	False	True	True	False	False	False
Khoresh-e Rostam	okh	kore1279	False	False	True	True	False	False	False
Kho'ini	xkc	khoi1250	False	False	True	True	False	False	False
Khaling	klr	khal1275	False	False	True	False	True	False	False
Kavir	NOCODE_Kavir	kavi1234	False	True	False	True	False	False	False
Karingani	kgn	kari1303	False	False	True	True	False	False	False
Karao	kyj	kara1487	False	False	True	True	False	False	False
Kaningdon-Nindem	kdp	kani1277	False	False	True	True	False	False	False
Kami (Tanzania)	kcu	kami1256	False	False	False	True	True	False	False
Kaiwá	kgk	kaiw1246	False	False	False	True	True	False	False
Kafoa	kpu	kafo1240	False	False	True	False	True	False	False
Judeo-Yemeni Arabic	jye	jude1267	False	False	True	True	False	False	False
Jamaican Creole English	jam	jama1262	False	False	True	True	False	False	False
Ixil	ixl	ixil1251	False	True	False	True	False	False	False
Isthmus-Mecayapan Nahuatl	nhx	isth1242	False	False	True	False	False	False	True
Isthmus Zapotec	zai	isth1244	False	False	True	True	False	False	False
Irarutu	irh	irar1238	False	False	False	True	True	False	False
Iquito	iqu	iqui1243	False	False	True	True	False	False	False
Ili Turki	ili	ilit1241	False	False	True	True	False	False	False
Ikoma-Nata	ntk	ikom1245	False	True	False	True	False	False	False
Ikaranggal	ikr	ikar1243	False	False	True	True	False	False	False
Ignaciano	ign	igna1246	False	False	False	True	False	False	True
Iduna	viv	idun1242	False	False	True	True	False	False	False
Hurrian	xhu	hurr1240	False	False	True	True	False	False	False
Hungana	hum	hung1278	False	False	True	True	False	False	False
Hung	hnu	hung1275	False	False	True	True	False	False	False
Hezhou	NOCODE_Hezhou	hezh1244	False	False	True	True	False	False	False
Hawai'i Creole English	hwc	hawa1247	False	False	True	True	False	False	False
Haroi	hro	haro1237	False	False	True	True	False	False	False
Gurinji	gue	guri1247	False	False	True	True	False	False	False
Godié	god	godi1239	False	False	True	True	False	False	False
Gen	gej	genn1243	False	False	True	True	False	False	False
Gebe	gei	gebe1237	False	False	True	False	True	False	False
Gavião Do Jiparaná	gvo	gavi1246	False	False	True	True	False	False	False
Gangou	NOCODE_Gangou	gang1272	True	False	False	True	False	False	False
Gamale Kham	kgj	gama1251	True	False	False	True	False	False	False
Ga'anda	gqa	gaan1243	False	False	True	True	False	False	False
Friulian	fur	friu1240	False	False	True	True	False	False	False
Fiji Hindi	hif	fiji1242	False	False	True	True	False	False	False
English	eng	stan1293	False	False	True	True	False	False	False
Emerillon	eme	emer1243	False	False	True	True	False	False	False
Emberá-Catío	cto	embe1260	False	False	True	True	False	False	False
Eblaite	xeb	ebla1238	False	False	False	True	True	False	False
Eastern Cham	cjm	east2563	False	False	True	True	False	False	False
Drung	duu	drun1238	False	False	False	True	True	False	False
Dogrib	dgr	dogr1252	False	False	False	True	True	False	False
Djiwarli	dze	djiw1241	False	False	True	True	False	False	False
Diandongbei-Large Flowery Miao	hmd	larg1235	False	False	True	True	False	False	False
Dhangu	dhg	dhan1270	False	False	True	True	False	False	False
Dhalandji	dhl	dhal1245	False	True	False	True	False	False	False
Daats'iin	dtn	daat1234	False	False	True	True	False	False	False
Cutchi-Swahili	ccl	cutc1238	False	False	True	True	False	False	False
Cofán	con	cofa1242	False	False	True	False	False	False	True
Chippewa	ciw	chip1241	False	False	True	True	False	False	False
Chantyal	chx	chan1310	False	False	True	False	True	False	False
Central-Eastern Niger Fulfulde	fuq	cent2018	False	False	True	True	False	False	False
Central Mnong	cmo	cent1992	False	False	True	True	False	False	False
Central Mfumte	NOCODE_Central-Mfumte	cent2312	False	False	True	False	True	False	False
Central Kalapuya	kyl	kala1400	True	False	True	False	False	False	False
Celtiberian	xce	celt1247	False	False	False	True	True	False	False
Carian	xcr	cari1274	False	False	True	True	False	False	False
Candoshi-Shapra	cbu	cand1248	False	False	True	True	False	False	False
Camling	rab	caml1239	False	False	True	False	True	False	False
Caddo	cad	cadd1256	False	False	True	True	False	False	False
Burarra	bvr	bura1267	False	False	True	True	False	False	False
Bura-Pabir	bwr	bura1292	False	False	True	True	False	False	False
Bularnu	NOCODE_Bularnu	bula1255	False	True	False	True	False	False	False
Bukharic	bhh	bukh1238	False	False	True	True	False	False	False
Biali	beh	bial1238	False	False	True	True	False	False	False
Benabena	bef	bena1264	False	False	True	True	False	False	False
Belize Kriol English	bzj	beli1260	False	False	True	True	False	False	False
Bayungu	bxj	bayu1240	False	True	False	True	False	False	False
Batanga	bnm	bata1285	False	False	True	True	False	False	False
Bashkardi	bsg	bash1263	False	True	False	True	False	False	False
Basa (Nigeria)	bzw	basa1282	False	False	True	True	False	False	False
Barí	mot	bari1297	False	False	True	True	False	False	False
Baré	bae	bare1276	False	False	False	True	True	False	False
Baruga	bjz	baru1269	False	False	True	True	False	False	False
Banao Itneg	bjx	bana1288	False	False	True	True	False	False	False
Bambam	ptu	bamb1270	False	False	True	True	False	False	False
Balangingi	sse	bala1311	False	False	True	True	False	False	False
Bafia	ksf	bafi1243	False	False	True	True	False	False	False
Avestan	ave	aves1237	False	False	True	True	False	False	False
Atsugewi	atw	atsu1245	False	False	False	True	False	False	True
Ata Manobo	atd	atam1240	False	False	True	True	False	False	False
Arop-Lokep	apr	arop1243	False	False	False	True	False	True	False
Apinayé	apn	apin1244	False	False	True	True	False	False	False
Apalachee	xap	apal1237	True	False	False	True	False	False	False
Ap Ma	kbx	apma1241	False	False	True	True	False	False	False
Annobonese	fab	fada1250	False	False	True	False	True	False	False
Anguthimri	awg	angu1242	False	False	False	True	False	False	True
Angika	anp	angi1238	False	False	False	True	False	False	True
Anfillo	myo	anfi1235	False	False	True	True	False	False	False
Andegerebinha	adg	ande1247	False	False	False	True	False	False	True
Amurdak	amg	amar1271	False	True	False	True	False	False	False
Amis	ami	amis1246	False	False	True	True	False	False	False
Ambulas	abt	ambu1247	False	False	True	True	False	False	False
Amam	NOCODE_Amam	amam1246	False	False	False	True	True	False	False
Amahuaca	amc	amah1246	False	False	True	True	False	False	False
Algerian Arabic	arq	alge1239	False	False	True	True	False	False	False
Alabat Island Agta	dul	alab1246	False	False	True	True	False	False	False
Ajië	aji	ajie1238	False	True	False	True	False	False	False
Aguacateco	agu	agua1252	False	False	True	True	False	False	False
Adonara	adr	adon1237	False	False	True	False	True	False	False
Adangbe	adq	adan1248	False	False	True	True	False	False	False
Abron	abr	abro1238	False	False	True	True	False	False	False
//Gana	gnk	gana1274	False	False	True	True	False	False	False
Zia	zia	ziaa1250	False	False	False	True	False	False	False
Yandruwandha	ynd	yand1253	False	False	False	True	False	False	False
Xokleng	xok	xokl1240	False	False	True	False	False	False	False
West Damar	drn	west2548	False	False	False	False	True	False	False
Wanman	wbt	wanm1242	False	False	False	True	False	False	False
Vwanji	wbi	vwan1235	False	False	False	False	True	False	False
